,2078185D US Equity
2023-06-23,46.403
2023-06-24,46.403
2023-06-25,46.403
2023-06-26,46.403
2023-06-27,46.403
2023-06-28,46.403
2023-06-29,46.403
2023-06-30,46.403
2023-07-01,46.403
2023-07-02,46.403
2023-07-03,46.403
2023-07-04,46.403
2023-07-05,46.403
2023-07-06,46.403
2023-07-07,46.403
2023-07-08,46.403
2023-07-09,46.403
2023-07-10,46.403
2023-07-11,46.403
2023-07-12,46.403
2023-07-13,46.403
2023-07-14,46.403
2023-07-15,46.403
2023-07-16,46.403
2023-07-17,46.403
2023-07-18,46.403
2023-07-19,46.403
2023-07-20,46.403
2023-07-21,46.403
2023-07-22,46.403
2023-07-23,46.403
2023-07-24,46.403
2023-07-25,46.403
2023-07-26,46.403
2023-07-27,46.403
2023-07-28,46.403
2023-07-29,46.403
2023-07-30,46.403
2023-07-31,46.403
2023-08-01,46.403
2023-08-02,46.403
2023-08-03,46.403
2023-08-04,46.403
2023-08-05,46.403
2023-08-06,46.403
2023-08-07,46.403
2023-08-08,46.403
2023-08-09,46.403
2023-08-10,46.403
2023-08-11,46.403
2023-08-12,46.403
2023-08-13,46.403
2023-08-14,46.403
2023-08-15,46.403
2023-08-16,46.403
2023-08-17,46.403
2023-08-18,46.403
2023-08-19,46.403
2023-08-20,46.403
2023-08-21,46.403
2023-08-22,46.403
2023-08-23,46.403
2023-08-24,46.403
2023-08-25,46.403
2023-08-26,46.403
2023-08-27,46.403
2023-08-28,46.403
2023-08-29,46.403
2023-08-30,46.403
2023-08-31,46.403
2023-09-01,46.403
2023-09-02,46.403
2023-09-03,46.403
2023-09-04,46.403
2023-09-05,46.403
2023-09-06,46.403
2023-09-07,46.403
2023-09-08,46.403
2023-09-09,46.403
2023-09-10,46.403
2023-09-11,46.403
2023-09-12,46.403
2023-09-13,46.403
2023-09-14,46.403
2023-09-15,46.403
2023-09-16,46.403
2023-09-17,46.403
2023-09-18,46.403
2023-09-19,46.403
2023-09-20,46.403
2023-09-21,46.403
2023-09-22,46.403
2023-09-23,46.403
2023-09-24,46.403
2023-09-25,46.403
2023-09-26,46.403
2023-09-27,46.403
2023-09-28,46.403
2023-09-29,46.403
2023-09-30,46.403
2023-10-01,46.403
2023-10-02,46.403
2023-10-03,46.403
2023-10-04,46.403
2023-10-05,46.403
2023-10-06,46.403
2023-10-07,46.403
2023-10-08,46.403
2023-10-09,46.403
2023-10-10,46.403
2023-10-11,46.403
2023-10-12,46.403
2023-10-13,46.403
2023-10-14,46.403
2023-10-15,46.403
2023-10-16,46.403
2023-10-17,46.403
2023-10-18,46.403
2023-10-19,46.403
2023-10-20,46.403
2023-10-21,46.403
2023-10-22,46.403
2023-10-23,46.403
2023-10-24,46.403
2023-10-25,46.403
2023-10-26,46.403
2023-10-27,46.403
2023-10-28,46.403
2023-10-29,46.403
2023-10-30,46.403
2023-10-31,46.403
2023-11-01,46.403
2023-11-02,46.403
2023-11-03,46.403
2023-11-04,46.403
2023-11-05,46.403
2023-11-06,46.403
2023-11-07,46.403
2023-11-08,46.403
2023-11-09,46.403
2023-11-10,46.403
2023-11-11,46.403
2023-11-12,46.403
2023-11-13,46.403
2023-11-14,46.403
2023-11-15,46.403
2023-11-16,46.403
2023-11-17,46.403
2023-11-18,46.403
2023-11-19,46.403
2023-11-20,46.403
2023-11-21,46.403
2023-11-22,46.403
2023-11-23,46.403
2023-11-24,46.403
2023-11-25,46.403
2023-11-26,46.403
2023-11-27,46.403
2023-11-28,46.403
2023-11-29,46.403
2023-11-30,46.403
2023-12-01,46.403
2023-12-02,46.403
2023-12-03,46.403
2023-12-04,46.403
2023-12-05,46.403
2023-12-06,46.403
2023-12-07,46.403
2023-12-08,46.403
2023-12-09,46.403
2023-12-10,46.403
2023-12-11,46.403
2023-12-12,46.403
2023-12-13,46.403
2023-12-14,46.403
2023-12-15,46.403
2023-12-16,46.403
2023-12-17,46.403
2023-12-18,46.403
2023-12-19,46.403
2023-12-20,46.403
2023-12-21,46.403
2023-12-22,46.403
2023-12-23,46.403
2023-12-24,46.403
2023-12-25,46.403
2023-12-26,46.403
2023-12-27,46.403
2023-12-28,46.403
2023-12-29,46.403
2023-12-30,46.403
2023-12-31,46.403
2024-01-01,46.403
2024-01-02,46.403
2024-01-03,46.403
2024-01-04,46.403
2024-01-05,46.403
2024-01-06,46.403
2024-01-07,46.403
2024-01-08,46.403
2024-01-09,46.403
2024-01-10,46.403
2024-01-11,46.403
2024-01-12,46.403
2024-01-13,46.403
2024-01-14,46.403
2024-01-15,46.403
2024-01-16,46.403
2024-01-17,46.403
2024-01-18,46.403
2024-01-19,46.403
2024-01-20,46.403
2024-01-21,46.403
2024-01-22,46.403
2024-01-23,46.403
2024-01-24,46.403
2024-01-25,46.403
2024-01-26,46.403
2024-01-27,46.403
2024-01-28,46.403
2024-01-29,46.403
2024-01-30,46.403
2024-01-31,46.403
2024-02-01,46.403
2024-02-02,46.403
2024-02-03,46.403
2024-02-04,46.403
2024-02-05,46.403
2024-02-06,46.403
2024-02-07,46.403
2024-02-08,46.403
2024-02-09,46.403
2024-02-10,46.403
2024-02-11,46.403
2024-02-12,46.403
2024-02-13,46.403
2024-02-14,46.403
2024-02-15,46.403
2024-02-16,46.403
2024-02-17,46.403
2024-02-18,46.403
2024-02-19,46.403
2024-02-20,46.403
2024-02-21,46.403
2024-02-22,46.403
2024-02-23,46.403
2024-02-24,46.403
2024-02-25,46.403
2024-02-26,46.403
2024-02-27,46.403
2024-02-28,46.403
2024-02-29,46.403
2024-03-01,46.403
2024-03-02,46.403
2024-03-03,46.403
2024-03-04,46.403
2024-03-05,46.403
2024-03-06,46.403
2024-03-07,46.403
2024-03-08,46.403
2024-03-09,46.403
2024-03-10,46.403
2024-03-11,46.403
2024-03-12,46.403
2024-03-13,46.403
2024-03-14,46.403
2024-03-15,46.403
2024-03-16,46.403
2024-03-17,46.403
2024-03-18,46.403
2024-03-19,46.403
2024-03-20,46.403
2024-03-21,46.403
2024-03-22,46.403
2024-03-23,46.403
2024-03-24,46.403
2024-03-25,46.403
2024-03-26,46.403
2024-03-27,46.403
2024-03-28,46.403
2024-03-29,46.403
2024-03-30,46.403
2024-03-31,46.403
2024-04-01,46.403
2024-04-02,46.403
2024-04-03,46.403
2024-04-04,46.403
2024-04-05,46.403
2024-04-06,46.403
2024-04-07,46.403
2024-04-08,46.403
