,1917130D US Equity
2023-06-23,41.595
2023-06-24,41.595
2023-06-25,41.595
2023-06-26,41.595
2023-06-27,41.595
2023-06-28,41.595
2023-06-29,41.595
2023-06-30,41.595
2023-07-01,41.595
2023-07-02,41.595
2023-07-03,41.595
2023-07-04,41.595
2023-07-05,41.595
2023-07-06,41.595
2023-07-07,41.595
2023-07-08,41.595
2023-07-09,41.595
2023-07-10,41.595
2023-07-11,41.595
2023-07-12,41.595
2023-07-13,41.595
2023-07-14,41.595
2023-07-15,41.595
2023-07-16,41.595
2023-07-17,41.595
2023-07-18,41.595
2023-07-19,41.595
2023-07-20,41.595
2023-07-21,41.595
2023-07-22,41.595
2023-07-23,41.595
2023-07-24,41.595
2023-07-25,41.595
2023-07-26,41.595
2023-07-27,41.595
2023-07-28,41.595
2023-07-29,41.595
2023-07-30,41.595
2023-07-31,41.595
2023-08-01,41.595
2023-08-02,41.595
2023-08-03,41.595
2023-08-04,41.595
2023-08-05,41.595
2023-08-06,41.595
2023-08-07,41.595
2023-08-08,41.595
2023-08-09,41.595
2023-08-10,41.595
2023-08-11,41.595
2023-08-12,41.595
2023-08-13,41.595
2023-08-14,41.595
2023-08-15,41.595
2023-08-16,41.595
2023-08-17,41.595
2023-08-18,41.595
2023-08-19,41.595
2023-08-20,41.595
2023-08-21,41.595
2023-08-22,41.595
2023-08-23,41.595
2023-08-24,41.595
2023-08-25,41.595
2023-08-26,41.595
2023-08-27,41.595
2023-08-28,41.595
2023-08-29,41.595
2023-08-30,41.595
2023-08-31,41.595
2023-09-01,41.595
2023-09-02,41.595
2023-09-03,41.595
2023-09-04,41.595
2023-09-05,41.595
2023-09-06,41.595
2023-09-07,41.595
2023-09-08,41.595
2023-09-09,41.595
2023-09-10,41.595
2023-09-11,41.595
2023-09-12,41.595
2023-09-13,41.595
2023-09-14,41.595
2023-09-15,41.595
2023-09-16,41.595
2023-09-17,41.595
2023-09-18,41.595
2023-09-19,41.595
2023-09-20,41.595
2023-09-21,41.595
2023-09-22,41.595
2023-09-23,41.595
2023-09-24,41.595
2023-09-25,41.595
2023-09-26,41.595
2023-09-27,41.595
2023-09-28,41.595
2023-09-29,41.595
2023-09-30,41.595
2023-10-01,41.595
2023-10-02,41.595
2023-10-03,41.595
2023-10-04,41.595
2023-10-05,41.595
2023-10-06,41.595
2023-10-07,41.595
2023-10-08,41.595
2023-10-09,41.595
2023-10-10,41.595
2023-10-11,41.595
2023-10-12,41.595
2023-10-13,41.595
2023-10-14,41.595
2023-10-15,41.595
2023-10-16,41.595
2023-10-17,41.595
2023-10-18,41.595
2023-10-19,41.595
2023-10-20,41.595
2023-10-21,41.595
2023-10-22,41.595
2023-10-23,41.595
2023-10-24,41.595
2023-10-25,41.595
2023-10-26,41.595
2023-10-27,41.595
2023-10-28,41.595
2023-10-29,41.595
2023-10-30,41.595
2023-10-31,41.595
2023-11-01,41.595
2023-11-02,41.595
2023-11-03,41.595
2023-11-04,41.595
2023-11-05,41.595
2023-11-06,41.595
2023-11-07,41.595
2023-11-08,41.595
2023-11-09,41.595
2023-11-10,41.595
2023-11-11,41.595
2023-11-12,41.595
2023-11-13,41.595
2023-11-14,41.595
2023-11-15,41.595
2023-11-16,41.595
2023-11-17,41.595
2023-11-18,41.595
2023-11-19,41.595
2023-11-20,41.595
2023-11-21,41.595
2023-11-22,41.595
2023-11-23,41.595
2023-11-24,41.595
2023-11-25,41.595
2023-11-26,41.595
2023-11-27,41.595
2023-11-28,41.595
2023-11-29,41.595
2023-11-30,41.595
2023-12-01,41.595
2023-12-02,41.595
2023-12-03,41.595
2023-12-04,41.595
2023-12-05,41.595
2023-12-06,41.595
2023-12-07,41.595
2023-12-08,41.595
2023-12-09,41.595
2023-12-10,41.595
2023-12-11,41.595
2023-12-12,41.595
2023-12-13,41.595
2023-12-14,41.595
2023-12-15,41.595
2023-12-16,41.595
2023-12-17,41.595
2023-12-18,41.595
2023-12-19,41.595
2023-12-20,41.595
2023-12-21,41.595
2023-12-22,41.595
2023-12-23,41.595
2023-12-24,41.595
2023-12-25,41.595
2023-12-26,41.595
2023-12-27,41.595
2023-12-28,41.595
2023-12-29,41.595
2023-12-30,41.595
2023-12-31,41.595
2024-01-01,41.595
2024-01-02,41.595
2024-01-03,41.595
2024-01-04,41.595
2024-01-05,41.595
2024-01-06,41.595
2024-01-07,41.595
2024-01-08,41.595
2024-01-09,41.595
2024-01-10,41.595
2024-01-11,41.595
2024-01-12,41.595
2024-01-13,41.595
2024-01-14,41.595
2024-01-15,41.595
2024-01-16,41.595
2024-01-17,41.595
2024-01-18,41.595
2024-01-19,41.595
2024-01-20,41.595
2024-01-21,41.595
2024-01-22,41.595
2024-01-23,41.595
2024-01-24,41.595
2024-01-25,41.595
2024-01-26,41.595
2024-01-27,41.595
2024-01-28,41.595
2024-01-29,41.595
2024-01-30,41.595
2024-01-31,41.595
2024-02-01,41.595
2024-02-02,41.595
2024-02-03,41.595
2024-02-04,41.595
2024-02-05,41.595
2024-02-06,41.595
2024-02-07,41.595
2024-02-08,41.595
2024-02-09,41.595
2024-02-10,41.595
2024-02-11,41.595
2024-02-12,41.595
2024-02-13,41.595
2024-02-14,41.595
2024-02-15,41.595
2024-02-16,41.595
2024-02-17,41.595
2024-02-18,41.595
2024-02-19,41.595
2024-02-20,41.595
2024-02-21,41.595
2024-02-22,41.595
2024-02-23,41.595
2024-02-24,41.595
2024-02-25,41.595
2024-02-26,41.595
2024-02-27,41.595
2024-02-28,41.595
2024-02-29,41.595
2024-03-01,41.595
2024-03-02,41.595
2024-03-03,41.595
2024-03-04,41.595
2024-03-05,41.595
2024-03-06,41.595
2024-03-07,41.595
2024-03-08,41.595
2024-03-09,41.595
2024-03-10,41.595
2024-03-11,41.595
2024-03-12,41.595
2024-03-13,41.595
2024-03-14,41.595
2024-03-15,41.595
2024-03-16,41.595
2024-03-17,41.595
2024-03-18,41.595
2024-03-19,41.595
2024-03-20,41.595
2024-03-21,41.595
2024-03-22,41.595
2024-03-23,41.595
2024-03-24,41.595
2024-03-25,41.595
2024-03-26,41.595
2024-03-27,41.595
2024-03-28,41.595
2024-03-29,41.595
2024-03-30,41.595
2024-03-31,41.595
2024-04-01,41.595
2024-04-02,41.595
2024-04-03,41.595
2024-04-04,41.595
2024-04-05,41.595
2024-04-06,41.595
2024-04-07,41.595
2024-04-08,41.595
