,OPB US Equity,OPB US Equity,OPB US Equity,OPB US Equity,OPB US Equity
2021-05-06,19.51,19.56,18.39,19.49,120.0
2021-05-07,19.51,19.56,18.39,19.49,120.0
2021-05-08,19.51,19.56,18.39,19.49,120.0
2021-05-09,19.51,19.56,18.39,19.49,120.0
2021-05-10,19.51,19.56,18.39,19.49,120.0
2021-05-11,19.51,19.56,18.39,19.49,120.0
2021-05-12,19.51,19.56,18.39,19.49,120.0
2021-05-13,19.51,19.56,18.39,19.49,120.0
2021-05-14,19.51,19.56,18.39,19.49,120.0
2021-05-15,19.51,19.56,18.39,19.49,120.0
2021-05-16,19.51,19.56,18.39,19.49,120.0
2021-05-17,19.51,19.56,18.39,19.49,120.0
2021-05-18,19.51,19.56,18.39,19.49,120.0
2021-05-19,19.51,19.56,18.39,19.49,120.0
2021-05-20,19.51,19.56,18.39,19.49,120.0
2021-05-21,19.51,19.56,18.39,19.49,120.0
2021-05-22,19.51,19.56,18.39,19.49,120.0
2021-05-23,19.51,19.56,18.39,19.49,120.0
2021-05-24,19.51,19.56,18.39,19.49,120.0
2021-05-25,19.51,19.56,18.39,19.49,120.0
2021-05-26,19.51,19.56,18.39,19.49,120.0
2021-05-27,19.51,19.56,18.39,19.49,120.0
2021-05-28,19.51,19.56,18.39,19.49,120.0
2021-05-29,19.51,19.56,18.39,19.49,120.0
2021-05-30,19.51,19.56,18.39,19.49,120.0
2021-05-31,19.51,19.56,18.39,19.49,120.0
2021-06-01,19.51,19.56,18.39,19.49,120.0
2021-06-02,19.51,19.56,18.39,19.49,120.0
2021-06-03,19.51,19.56,18.39,19.49,120.0
2021-06-04,19.51,19.56,18.39,19.49,120.0
2021-06-05,19.51,19.56,18.39,19.49,120.0
2021-06-06,19.51,19.56,18.39,19.49,120.0
2021-06-07,19.51,19.56,18.39,19.49,120.0
2021-06-08,19.51,19.56,18.39,19.49,120.0
2021-06-09,19.51,19.56,18.39,19.49,120.0
2021-06-10,19.51,19.56,18.39,19.49,120.0
2021-06-11,19.51,19.56,18.39,19.49,120.0
2021-06-12,19.51,19.56,18.39,19.49,120.0
2021-06-13,19.51,19.56,18.39,19.49,120.0
2021-06-14,19.51,19.56,18.39,19.49,120.0
2021-06-15,19.51,19.56,18.39,19.49,120.0
2021-06-16,19.51,19.56,18.39,19.49,120.0
2021-06-17,19.51,19.56,18.39,19.49,120.0
2021-06-18,19.51,19.56,18.39,19.49,120.0
2021-06-19,19.51,19.56,18.39,19.49,120.0
2021-06-20,19.51,19.56,18.39,19.49,120.0
2021-06-21,19.51,19.56,18.39,19.49,120.0
2021-06-22,19.51,19.56,18.39,19.49,120.0
2021-06-23,19.51,19.56,18.39,19.49,120.0
2021-06-24,19.51,19.56,18.39,19.49,120.0
2021-06-25,19.51,19.56,18.39,19.49,120.0
2021-06-26,19.51,19.56,18.39,19.49,120.0
2021-06-27,19.51,19.56,18.39,19.49,120.0
2021-06-28,19.51,19.56,18.39,19.49,120.0
2021-06-29,19.51,19.56,18.39,19.49,120.0
2021-06-30,19.51,19.56,18.39,19.49,120.0
2021-07-01,19.51,19.56,18.39,19.49,120.0
2021-07-02,19.51,19.56,18.39,19.49,120.0
2021-07-03,19.51,19.56,18.39,19.49,120.0
2021-07-04,19.51,19.56,18.39,19.49,120.0
2021-07-05,19.51,19.56,18.39,19.49,120.0
2021-07-06,19.51,19.56,18.39,19.49,120.0
2021-07-07,19.51,19.56,18.39,19.49,120.0
2021-07-08,19.51,19.56,18.39,19.49,120.0
2021-07-09,19.51,19.56,18.39,19.49,120.0
2021-07-10,19.51,19.56,18.39,19.49,120.0
2021-07-11,19.51,19.56,18.39,19.49,120.0
2021-07-12,19.51,19.56,18.39,19.49,120.0
2021-07-13,19.51,19.56,18.39,19.49,120.0
2021-07-14,19.51,19.56,18.39,19.49,120.0
2021-07-15,19.51,19.56,18.39,19.49,120.0
2021-07-16,19.51,19.56,18.39,19.49,120.0
2021-07-17,19.51,19.56,18.39,19.49,120.0
2021-07-18,19.51,19.56,18.39,19.49,120.0
2021-07-19,19.51,19.56,18.39,19.49,120.0
2021-07-20,19.51,19.56,18.39,19.49,120.0
2021-07-21,19.51,19.56,18.39,19.49,120.0
2021-07-22,19.51,19.56,18.39,19.49,120.0
2021-07-23,19.51,19.56,18.39,19.49,120.0
2021-07-24,19.51,19.56,18.39,19.49,120.0
2021-07-25,19.51,19.56,18.39,19.49,120.0
2021-07-26,19.51,19.56,18.39,19.49,120.0
2021-07-27,19.51,19.56,18.39,19.49,120.0
2021-07-28,19.51,19.56,18.39,19.49,120.0
2021-07-29,19.51,19.56,18.39,19.49,120.0
2021-07-30,19.51,19.56,18.39,19.49,120.0
2021-07-31,19.51,19.56,18.39,19.49,120.0
2021-08-01,19.51,19.56,18.39,19.49,120.0
2021-08-02,19.51,19.56,18.39,19.49,120.0
2021-08-03,19.51,19.56,18.39,19.49,120.0
2021-08-04,19.51,19.56,18.39,19.49,120.0
2021-08-05,19.51,19.56,18.39,19.49,120.0
2021-08-06,19.51,19.56,18.39,19.49,120.0
2021-08-07,19.51,19.56,18.39,19.49,120.0
2021-08-08,19.51,19.56,18.39,19.49,120.0
2021-08-09,19.51,19.56,18.39,19.49,120.0
2021-08-10,19.51,19.56,18.39,19.49,120.0
2021-08-11,19.51,19.56,18.39,19.49,120.0
2021-08-12,19.51,19.56,18.39,19.49,120.0
2021-08-13,19.51,19.56,18.39,19.49,120.0
2021-08-14,19.51,19.56,18.39,19.49,120.0
2021-08-15,19.51,19.56,18.39,19.49,120.0
2021-08-16,19.51,19.56,18.39,19.49,120.0
2021-08-17,19.51,19.56,18.39,19.49,120.0
2021-08-18,19.51,19.56,18.39,19.49,120.0
2021-08-19,19.51,19.56,18.39,19.49,120.0
2021-08-20,19.51,19.56,18.39,19.49,120.0
2021-08-21,19.51,19.56,18.39,19.49,120.0
2021-08-22,19.51,19.56,18.39,19.49,120.0
2021-08-23,19.51,19.56,18.39,19.49,120.0
2021-08-24,19.51,19.56,18.39,19.49,120.0
2021-08-25,19.51,19.56,18.39,19.49,120.0
2021-08-26,19.51,19.56,18.39,19.49,120.0
2021-08-27,19.51,19.56,18.39,19.49,120.0
2021-08-28,19.51,19.56,18.39,19.49,120.0
2021-08-29,19.51,19.56,18.39,19.49,120.0
2021-08-30,19.51,19.56,18.39,19.49,120.0
2021-08-31,19.51,19.56,18.39,19.49,120.0
2021-09-01,19.51,19.56,18.39,19.49,120.0
2021-09-02,19.51,19.56,18.39,19.49,120.0
2021-09-03,19.51,19.56,18.39,19.49,120.0
2021-09-04,19.51,19.56,18.39,19.49,120.0
2021-09-05,19.51,19.56,18.39,19.49,120.0
2021-09-06,19.51,19.56,18.39,19.49,120.0
2021-09-07,19.51,19.56,18.39,19.49,120.0
2021-09-08,19.51,19.56,18.39,19.49,120.0
2021-09-09,19.51,19.56,18.39,19.49,120.0
2021-09-10,19.51,19.56,18.39,19.49,120.0
2021-09-11,19.51,19.56,18.39,19.49,120.0
2021-09-12,19.51,19.56,18.39,19.49,120.0
2021-09-13,19.51,19.56,18.39,19.49,120.0
2021-09-14,19.51,19.56,18.39,19.49,120.0
2021-09-15,19.51,19.56,18.39,19.49,120.0
2021-09-16,19.51,19.56,18.39,19.49,120.0
2021-09-17,19.51,19.56,18.39,19.49,120.0
2021-09-18,19.51,19.56,18.39,19.49,120.0
2021-09-19,19.51,19.56,18.39,19.49,120.0
2021-09-20,19.51,19.56,18.39,19.49,120.0
2021-09-21,19.51,19.56,18.39,19.49,120.0
2021-09-22,19.51,19.56,18.39,19.49,120.0
2021-09-23,19.51,19.56,18.39,19.49,120.0
2021-09-24,19.51,19.56,18.39,19.49,120.0
2021-09-25,19.51,19.56,18.39,19.49,120.0
2021-09-26,19.51,19.56,18.39,19.49,120.0
2021-09-27,19.51,19.56,18.39,19.49,120.0
2021-09-28,19.51,19.56,18.39,19.49,120.0
2021-09-29,19.51,19.56,18.39,19.49,120.0
2021-09-30,19.51,19.56,18.39,19.49,120.0
2021-10-01,19.51,19.56,18.39,19.49,120.0
2021-10-02,19.51,19.56,18.39,19.49,120.0
2021-10-03,19.51,19.56,18.39,19.49,120.0
2021-10-04,19.51,19.56,18.39,19.49,120.0
2021-10-05,19.51,19.56,18.39,19.49,120.0
2021-10-06,19.51,19.56,18.39,19.49,120.0
2021-10-07,19.51,19.56,18.39,19.49,120.0
2021-10-08,19.51,19.56,18.39,19.49,120.0
2021-10-09,19.51,19.56,18.39,19.49,120.0
2021-10-10,19.51,19.56,18.39,19.49,120.0
2021-10-11,19.51,19.56,18.39,19.49,120.0
2021-10-12,19.51,19.56,18.39,19.49,120.0
2021-10-13,19.51,19.56,18.39,19.49,120.0
2021-10-14,19.51,19.56,18.39,19.49,120.0
2021-10-15,19.51,19.56,18.39,19.49,120.0
2021-10-16,19.51,19.56,18.39,19.49,120.0
2021-10-17,19.51,19.56,18.39,19.49,120.0
2021-10-18,19.51,19.56,18.39,19.49,120.0
2021-10-19,19.51,19.56,18.39,19.49,120.0
2021-10-20,19.51,19.56,18.39,19.49,120.0
2021-10-21,19.51,19.56,18.39,19.49,120.0
2021-10-22,19.51,19.56,18.39,19.49,120.0
2021-10-23,19.51,19.56,18.39,19.49,120.0
2021-10-24,19.51,19.56,18.39,19.49,120.0
2021-10-25,19.51,19.56,18.39,19.49,120.0
2021-10-26,19.51,19.56,18.39,19.49,120.0
2021-10-27,19.51,19.56,18.39,19.49,120.0
2021-10-28,19.51,19.56,18.39,19.49,120.0
2021-10-29,19.51,19.56,18.39,19.49,120.0
2021-10-30,19.51,19.56,18.39,19.49,120.0
2021-10-31,19.51,19.56,18.39,19.49,120.0
2021-11-01,19.51,19.56,18.39,19.49,120.0
2021-11-02,19.51,19.56,18.39,19.49,120.0
2021-11-03,19.51,19.56,18.39,19.49,120.0
2021-11-04,19.51,19.56,18.39,19.49,120.0
2021-11-05,19.51,19.56,18.39,19.49,120.0
2021-11-06,19.51,19.56,18.39,19.49,120.0
2021-11-07,19.51,19.56,18.39,19.49,120.0
2021-11-08,19.51,19.56,18.39,19.49,120.0
2021-11-09,19.51,19.56,18.39,19.49,120.0
2021-11-10,19.51,19.56,18.39,19.49,120.0
2021-11-11,19.51,19.56,18.39,19.49,120.0
2021-11-12,19.51,19.56,18.39,19.49,120.0
2021-11-13,19.51,19.56,18.39,19.49,120.0
2021-11-14,19.51,19.56,18.39,19.49,120.0
2021-11-15,19.51,19.56,18.39,19.49,120.0
2021-11-16,19.51,19.56,18.39,19.49,120.0
2021-11-17,19.51,19.56,18.39,19.49,120.0
2021-11-18,19.51,19.56,18.39,19.49,120.0
2021-11-19,19.51,19.56,18.39,19.49,120.0
2021-11-20,19.51,19.56,18.39,19.49,120.0
2021-11-21,19.51,19.56,18.39,19.49,120.0
2021-11-22,19.51,19.56,18.39,19.49,120.0
2021-11-23,19.51,19.56,18.39,19.49,120.0
2021-11-24,19.51,19.56,18.39,19.49,120.0
2021-11-25,19.51,19.56,18.39,19.49,120.0
2021-11-26,19.51,19.56,18.39,19.49,120.0
2021-11-27,19.51,19.56,18.39,19.49,120.0
2021-11-28,19.51,19.56,18.39,19.49,120.0
2021-11-29,19.51,19.56,18.39,19.49,120.0
2021-11-30,19.51,19.56,18.39,19.49,120.0
2021-12-01,19.51,19.56,18.39,19.49,120.0
2021-12-02,19.51,19.56,18.39,19.49,120.0
2021-12-03,19.51,19.56,18.39,19.49,120.0
2021-12-04,19.51,19.56,18.39,19.49,120.0
2021-12-05,19.51,19.56,18.39,19.49,120.0
2021-12-06,19.51,19.56,18.39,19.49,120.0
2021-12-07,19.51,19.56,18.39,19.49,120.0
2021-12-08,19.51,19.56,18.39,19.49,120.0
2021-12-09,19.51,19.56,18.39,19.49,120.0
2021-12-10,19.51,19.56,18.39,19.49,120.0
2021-12-11,19.51,19.56,18.39,19.49,120.0
2021-12-12,19.51,19.56,18.39,19.49,120.0
2021-12-13,19.51,19.56,18.39,19.49,120.0
2021-12-14,19.51,19.56,18.39,19.49,120.0
2021-12-15,19.51,19.56,18.39,19.49,120.0
2021-12-16,19.51,19.56,18.39,19.49,120.0
2021-12-17,19.51,19.56,18.39,19.49,120.0
2021-12-18,19.51,19.56,18.39,19.49,120.0
2021-12-19,19.51,19.56,18.39,19.49,120.0
2021-12-20,19.51,19.56,18.39,19.49,120.0
2021-12-21,19.51,19.56,18.39,19.49,120.0
2021-12-22,19.51,19.56,18.39,19.49,120.0
2021-12-23,19.51,19.56,18.39,19.49,120.0
2021-12-24,19.51,19.56,18.39,19.49,120.0
2021-12-25,19.51,19.56,18.39,19.49,120.0
2021-12-26,19.51,19.56,18.39,19.49,120.0
2021-12-27,19.51,19.56,18.39,19.49,120.0
2021-12-28,19.51,19.56,18.39,19.49,120.0
2021-12-29,19.51,19.56,18.39,19.49,120.0
2021-12-30,19.51,19.56,18.39,19.49,120.0
2021-12-31,19.51,19.56,18.39,19.49,120.0
2022-01-01,19.51,19.56,18.39,19.49,120.0
2022-01-02,19.51,19.56,18.39,19.49,120.0
2022-01-03,19.51,19.56,18.39,19.49,120.0
2022-01-04,19.51,19.56,18.39,19.49,120.0
2022-01-05,19.51,19.56,18.39,19.49,120.0
2022-01-06,19.51,19.56,18.39,19.49,120.0
2022-01-07,19.51,19.56,18.39,19.49,120.0
2022-01-08,19.51,19.56,18.39,19.49,120.0
2022-01-09,19.51,19.56,18.39,19.49,120.0
2022-01-10,19.51,19.56,18.39,19.49,120.0
2022-01-11,19.51,19.56,18.39,19.49,120.0
2022-01-12,19.51,19.56,18.39,19.49,120.0
2022-01-13,19.51,19.56,18.39,19.49,120.0
2022-01-14,19.51,19.56,18.39,19.49,120.0
2022-01-15,19.51,19.56,18.39,19.49,120.0
2022-01-16,19.51,19.56,18.39,19.49,120.0
2022-01-17,19.51,19.56,18.39,19.49,120.0
2022-01-18,19.51,19.56,18.39,19.49,120.0
2022-01-19,19.51,19.56,18.39,19.49,120.0
2022-01-20,19.51,19.56,18.39,19.49,120.0
2022-01-21,19.51,19.56,18.39,19.49,120.0
2022-01-22,19.51,19.56,18.39,19.49,120.0
2022-01-23,19.51,19.56,18.39,19.49,120.0
2022-01-24,19.51,19.56,18.39,19.49,120.0
2022-01-25,19.51,19.56,18.39,19.49,120.0
2022-01-26,19.51,19.56,18.39,19.49,120.0
2022-01-27,19.51,19.56,18.39,19.49,120.0
2022-01-28,19.51,19.56,18.39,19.49,120.0
2022-01-29,19.51,19.56,18.39,19.49,120.0
2022-01-30,19.51,19.56,18.39,19.49,120.0
2022-01-31,19.51,19.56,18.39,19.49,120.0
2022-02-01,19.51,19.56,18.39,19.49,120.0
2022-02-02,19.51,19.56,18.39,19.49,120.0
2022-02-03,19.51,19.56,18.39,19.49,120.0
2022-02-04,19.51,19.56,18.39,19.49,120.0
2022-02-05,19.51,19.56,18.39,19.49,120.0
2022-02-06,19.51,19.56,18.39,19.49,120.0
2022-02-07,19.51,19.56,18.39,19.49,120.0
2022-02-08,19.51,19.56,18.39,19.49,120.0
2022-02-09,19.51,19.56,18.39,19.49,120.0
2022-02-10,19.51,19.56,18.39,19.49,120.0
2022-02-11,19.51,19.56,18.39,19.49,120.0
2022-02-12,19.51,19.56,18.39,19.49,120.0
2022-02-13,19.51,19.56,18.39,19.49,120.0
2022-02-14,19.51,19.56,18.39,19.49,120.0
2022-02-15,19.51,19.56,18.39,19.49,120.0
2022-02-16,19.51,19.56,18.39,19.49,120.0
2022-02-17,19.51,19.56,18.39,19.49,120.0
2022-02-18,19.51,19.56,18.39,19.49,120.0
2022-02-19,19.51,19.56,18.39,19.49,120.0
2022-02-20,19.51,19.56,18.39,19.49,120.0
2022-02-21,19.51,19.56,18.39,19.49,120.0
2022-02-22,19.51,19.56,18.39,19.49,120.0
2022-02-23,19.51,19.56,18.39,19.49,120.0
2022-02-24,19.51,19.56,18.39,19.49,120.0
2022-02-25,19.51,19.56,18.39,19.49,120.0
2022-02-26,19.51,19.56,18.39,19.49,120.0
2022-02-27,19.51,19.56,18.39,19.49,120.0
2022-02-28,19.51,19.56,18.39,19.49,120.0
2022-03-01,19.51,19.56,18.39,19.49,120.0
2022-03-02,19.51,19.56,18.39,19.49,120.0
2022-03-03,19.51,19.56,18.39,19.49,120.0
2022-03-04,19.51,19.56,18.39,19.49,120.0
2022-03-05,19.51,19.56,18.39,19.49,120.0
2022-03-06,19.51,19.56,18.39,19.49,120.0
2022-03-07,19.51,19.56,18.39,19.49,120.0
2022-03-08,19.51,19.56,18.39,19.49,120.0
2022-03-09,19.51,19.56,18.39,19.49,120.0
2022-03-10,19.51,19.56,18.39,19.49,120.0
2022-03-11,19.51,19.56,18.39,19.49,120.0
2022-03-12,19.51,19.56,18.39,19.49,120.0
2022-03-13,19.51,19.56,18.39,19.49,120.0
2022-03-14,19.51,19.56,18.39,19.49,120.0
2022-03-15,19.51,19.56,18.39,19.49,120.0
2022-03-16,19.51,19.56,18.39,19.49,120.0
2022-03-17,19.51,19.56,18.39,19.49,120.0
2022-03-18,19.51,19.56,18.39,19.49,120.0
2022-03-19,19.51,19.56,18.39,19.49,120.0
2022-03-20,19.51,19.56,18.39,19.49,120.0
2022-03-21,19.51,19.56,18.39,19.49,120.0
2022-03-22,19.51,19.56,18.39,19.49,120.0
2022-03-23,19.51,19.56,18.39,19.49,120.0
2022-03-24,19.51,19.56,18.39,19.49,120.0
2022-03-25,19.51,19.56,18.39,19.49,120.0
2022-03-26,19.51,19.56,18.39,19.49,120.0
2022-03-27,19.51,19.56,18.39,19.49,120.0
2022-03-28,19.51,19.56,18.39,19.49,120.0
2022-03-29,19.51,19.56,18.39,19.49,120.0
2022-03-30,19.51,19.56,18.39,19.49,120.0
2022-03-31,19.51,19.56,18.39,19.49,120.0
2022-04-01,19.51,19.56,18.39,19.49,120.0
2022-04-02,19.51,19.56,18.39,19.49,120.0
2022-04-03,19.51,19.56,18.39,19.49,120.0
2022-04-04,19.51,19.56,18.39,19.49,120.0
2022-04-05,19.51,19.56,18.39,19.49,120.0
2022-04-06,19.51,19.56,18.39,19.49,120.0
2022-04-07,19.51,19.56,18.39,19.49,120.0
2022-04-08,19.51,19.56,18.39,19.49,120.0
2022-04-09,19.51,19.56,18.39,19.49,120.0
2022-04-10,19.51,19.56,18.39,19.49,120.0
2022-04-11,19.51,19.56,18.39,19.49,120.0
2022-04-12,19.51,19.56,18.39,19.49,120.0
2022-04-13,19.51,19.56,18.39,19.49,120.0
2022-04-14,19.51,19.56,18.39,19.49,120.0
2022-04-15,19.51,19.56,18.39,19.49,120.0
2022-04-16,19.51,19.56,18.39,19.49,120.0
2022-04-17,19.51,19.56,18.39,19.49,120.0
2022-04-18,19.51,19.56,18.39,19.49,120.0
2022-04-19,19.51,19.56,18.39,19.49,120.0
2022-04-20,19.51,19.56,18.39,19.49,120.0
2022-04-21,19.51,19.56,18.39,19.49,120.0
2022-04-22,19.51,19.56,18.39,19.49,120.0
2022-04-23,19.51,19.56,18.39,19.49,120.0
2022-04-24,19.51,19.56,18.39,19.49,120.0
2022-04-25,19.51,19.56,18.39,19.49,120.0
2022-04-26,19.51,19.56,18.39,19.49,120.0
2022-04-27,19.51,19.56,18.39,19.49,120.0
2022-04-28,19.51,19.56,18.39,19.49,120.0
2022-04-29,19.51,19.56,18.39,19.49,120.0
2022-04-30,19.51,19.56,18.39,19.49,120.0
2022-05-01,19.51,19.56,18.39,19.49,120.0
2022-05-02,19.51,19.56,18.39,19.49,120.0
2022-05-03,19.51,19.56,18.39,19.49,120.0
2022-05-04,19.51,19.56,18.39,19.49,120.0
2022-05-05,19.51,19.56,18.39,19.49,120.0
2022-05-06,19.51,19.56,18.39,19.49,120.0
2022-05-07,19.51,19.56,18.39,19.49,120.0
2022-05-08,19.51,19.56,18.39,19.49,120.0
2022-05-09,19.51,19.56,18.39,19.49,120.0
2022-05-10,19.51,19.56,18.39,19.49,120.0
2022-05-11,19.51,19.56,18.39,19.49,120.0
2022-05-12,19.51,19.56,18.39,19.49,120.0
2022-05-13,19.51,19.56,18.39,19.49,120.0
2022-05-14,19.51,19.56,18.39,19.49,120.0
2022-05-15,19.51,19.56,18.39,19.49,120.0
2022-05-16,19.51,19.56,18.39,19.49,120.0
2022-05-17,19.51,19.56,18.39,19.49,120.0
2022-05-18,19.51,19.56,18.39,19.49,120.0
2022-05-19,19.51,19.56,18.39,19.49,120.0
2022-05-20,19.51,19.56,18.39,19.49,120.0
2022-05-21,19.51,19.56,18.39,19.49,120.0
2022-05-22,19.51,19.56,18.39,19.49,120.0
2022-05-23,19.51,19.56,18.39,19.49,120.0
2022-05-24,19.51,19.56,18.39,19.49,120.0
2022-05-25,19.51,19.56,18.39,19.49,120.0
2022-05-26,19.51,19.56,18.39,19.49,120.0
2022-05-27,19.51,19.56,18.39,19.49,120.0
2022-05-28,19.51,19.56,18.39,19.49,120.0
2022-05-29,19.51,19.56,18.39,19.49,120.0
2022-05-30,19.51,19.56,18.39,19.49,120.0
2022-05-31,19.51,19.56,18.39,19.49,120.0
2022-06-01,19.51,19.56,18.39,19.49,120.0
2022-06-02,19.51,19.56,18.39,19.49,120.0
2022-06-03,19.51,19.56,18.39,19.49,120.0
2022-06-04,19.51,19.56,18.39,19.49,120.0
2022-06-05,19.51,19.56,18.39,19.49,120.0
2022-06-06,19.51,19.56,18.39,19.49,120.0
2022-06-07,19.51,19.56,18.39,19.49,120.0
2022-06-08,19.51,19.56,18.39,19.49,120.0
2022-06-09,19.51,19.56,18.39,19.49,120.0
2022-06-10,19.51,19.56,18.39,19.49,120.0
2022-06-11,19.51,19.56,18.39,19.49,120.0
2022-06-12,19.51,19.56,18.39,19.49,120.0
2022-06-13,19.51,19.56,18.39,19.49,120.0
2022-06-14,19.51,19.56,18.39,19.49,120.0
2022-06-15,19.51,19.56,18.39,19.49,120.0
2022-06-16,19.51,19.56,18.39,19.49,120.0
2022-06-17,19.51,19.56,18.39,19.49,120.0
2022-06-18,19.51,19.56,18.39,19.49,120.0
2022-06-19,19.51,19.56,18.39,19.49,120.0
2022-06-20,19.51,19.56,18.39,19.49,120.0
2022-06-21,19.51,19.56,18.39,19.49,120.0
2022-06-22,19.51,19.56,18.39,19.49,120.0
2022-06-23,19.51,19.56,18.39,19.49,120.0
2022-06-24,19.51,19.56,18.39,19.49,120.0
2022-06-25,19.51,19.56,18.39,19.49,120.0
2022-06-26,19.51,19.56,18.39,19.49,120.0
2022-06-27,19.51,19.56,18.39,19.49,120.0
2022-06-28,19.51,19.56,18.39,19.49,120.0
2022-06-29,19.51,19.56,18.39,19.49,120.0
2022-06-30,19.51,19.56,18.39,19.49,120.0
2022-07-01,19.51,19.56,18.39,19.49,120.0
2022-07-02,19.51,19.56,18.39,19.49,120.0
2022-07-03,19.51,19.56,18.39,19.49,120.0
2022-07-04,19.51,19.56,18.39,19.49,120.0
2022-07-05,19.51,19.56,18.39,19.49,120.0
2022-07-06,19.51,19.56,18.39,19.49,120.0
2022-07-07,19.51,19.56,18.39,19.49,120.0
2022-07-08,19.51,19.56,18.39,19.49,120.0
2022-07-09,19.51,19.56,18.39,19.49,120.0
2022-07-10,19.51,19.56,18.39,19.49,120.0
2022-07-11,19.51,19.56,18.39,19.49,120.0
2022-07-12,19.51,19.56,18.39,19.49,120.0
2022-07-13,19.51,19.56,18.39,19.49,120.0
2022-07-14,19.51,19.56,18.39,19.49,120.0
2022-07-15,19.51,19.56,18.39,19.49,120.0
2022-07-16,19.51,19.56,18.39,19.49,120.0
2022-07-17,19.51,19.56,18.39,19.49,120.0
2022-07-18,19.51,19.56,18.39,19.49,120.0
2022-07-19,19.51,19.56,18.39,19.49,120.0
2022-07-20,19.51,19.56,18.39,19.49,120.0
2022-07-21,19.51,19.56,18.39,19.49,120.0
2022-07-22,19.51,19.56,18.39,19.49,120.0
2022-07-23,19.51,19.56,18.39,19.49,120.0
2022-07-24,19.51,19.56,18.39,19.49,120.0
2022-07-25,19.51,19.56,18.39,19.49,120.0
2022-07-26,19.51,19.56,18.39,19.49,120.0
2022-07-27,19.51,19.56,18.39,19.49,120.0
2022-07-28,19.51,19.56,18.39,19.49,120.0
2022-07-29,19.51,19.56,18.39,19.49,120.0
2022-07-30,19.51,19.56,18.39,19.49,120.0
2022-07-31,19.51,19.56,18.39,19.49,120.0
2022-08-01,19.51,19.56,18.39,19.49,120.0
2022-08-02,19.51,19.56,18.39,19.49,120.0
2022-08-03,19.51,19.56,18.39,19.49,120.0
2022-08-04,19.51,19.56,18.39,19.49,120.0
2022-08-05,19.51,19.56,18.39,19.49,120.0
2022-08-06,19.51,19.56,18.39,19.49,120.0
2022-08-07,19.51,19.56,18.39,19.49,120.0
2022-08-08,19.51,19.56,18.39,19.49,120.0
2022-08-09,19.51,19.56,18.39,19.49,120.0
2022-08-10,19.51,19.56,18.39,19.49,120.0
2022-08-11,19.51,19.56,18.39,19.49,120.0
2022-08-12,19.51,19.56,18.39,19.49,120.0
2022-08-13,19.51,19.56,18.39,19.49,120.0
2022-08-14,19.51,19.56,18.39,19.49,120.0
2022-08-15,19.51,19.56,18.39,19.49,120.0
2022-08-16,19.51,19.56,18.39,19.49,120.0
2022-08-17,19.51,19.56,18.39,19.49,120.0
2022-08-18,19.51,19.56,18.39,19.49,120.0
2022-08-19,19.51,19.56,18.39,19.49,120.0
2022-08-20,19.51,19.56,18.39,19.49,120.0
2022-08-21,19.51,19.56,18.39,19.49,120.0
2022-08-22,19.51,19.56,18.39,19.49,120.0
2022-08-23,19.51,19.56,18.39,19.49,120.0
2022-08-24,19.51,19.56,18.39,19.49,120.0
2022-08-25,19.51,19.56,18.39,19.49,120.0
2022-08-26,19.51,19.56,18.39,19.49,120.0
2022-08-27,19.51,19.56,18.39,19.49,120.0
2022-08-28,19.51,19.56,18.39,19.49,120.0
2022-08-29,19.51,19.56,18.39,19.49,120.0
2022-08-30,19.51,19.56,18.39,19.49,120.0
2022-08-31,19.51,19.56,18.39,19.49,120.0
2022-09-01,19.51,19.56,18.39,19.49,120.0
2022-09-02,19.51,19.56,18.39,19.49,120.0
2022-09-03,19.51,19.56,18.39,19.49,120.0
2022-09-04,19.51,19.56,18.39,19.49,120.0
2022-09-05,19.51,19.56,18.39,19.49,120.0
2022-09-06,19.51,19.56,18.39,19.49,120.0
2022-09-07,19.51,19.56,18.39,19.49,120.0
2022-09-08,19.51,19.56,18.39,19.49,120.0
2022-09-09,19.51,19.56,18.39,19.49,120.0
2022-09-10,19.51,19.56,18.39,19.49,120.0
2022-09-11,19.51,19.56,18.39,19.49,120.0
2022-09-12,19.51,19.56,18.39,19.49,120.0
2022-09-13,19.51,19.56,18.39,19.49,120.0
2022-09-14,19.51,19.56,18.39,19.49,120.0
2022-09-15,19.51,19.56,18.39,19.49,120.0
2022-09-16,19.51,19.56,18.39,19.49,120.0
2022-09-17,19.51,19.56,18.39,19.49,120.0
2022-09-18,19.51,19.56,18.39,19.49,120.0
2022-09-19,19.51,19.56,18.39,19.49,120.0
2022-09-20,19.51,19.56,18.39,19.49,120.0
2022-09-21,19.51,19.56,18.39,19.49,120.0
2022-09-22,19.51,19.56,18.39,19.49,120.0
2022-09-23,19.51,19.56,18.39,19.49,120.0
2022-09-24,19.51,19.56,18.39,19.49,120.0
2022-09-25,19.51,19.56,18.39,19.49,120.0
2022-09-26,19.51,19.56,18.39,19.49,120.0
2022-09-27,19.51,19.56,18.39,19.49,120.0
2022-09-28,19.51,19.56,18.39,19.49,120.0
2022-09-29,19.51,19.56,18.39,19.49,120.0
2022-09-30,19.51,19.56,18.39,19.49,120.0
2022-10-01,19.51,19.56,18.39,19.49,120.0
2022-10-02,19.51,19.56,18.39,19.49,120.0
2022-10-03,19.51,19.56,18.39,19.49,120.0
2022-10-04,19.51,19.56,18.39,19.49,120.0
