,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity,ABTX US Equity
2023-09-17,42.22,42.57,41.21,41.63,1609047.0
2023-09-18,42.22,42.57,41.21,41.63,1609047.0
2023-09-19,42.22,42.57,41.21,41.63,1609047.0
2023-09-20,42.22,42.57,41.21,41.63,1609047.0
2023-09-21,42.22,42.57,41.21,41.63,1609047.0
2023-09-22,42.22,42.57,41.21,41.63,1609047.0
2023-09-23,42.22,42.57,41.21,41.63,1609047.0
2023-09-24,42.22,42.57,41.21,41.63,1609047.0
2023-09-25,42.22,42.57,41.21,41.63,1609047.0
2023-09-26,42.22,42.57,41.21,41.63,1609047.0
2023-09-27,42.22,42.57,41.21,41.63,1609047.0
2023-09-28,42.22,42.57,41.21,41.63,1609047.0
2023-09-29,42.22,42.57,41.21,41.63,1609047.0
2023-09-30,42.22,42.57,41.21,41.63,1609047.0
2023-10-01,42.22,42.57,41.21,41.63,1609047.0
2023-10-02,42.22,42.57,41.21,41.63,1609047.0
2023-10-03,42.22,42.57,41.21,41.63,1609047.0
2023-10-04,42.22,42.57,41.21,41.63,1609047.0
2023-10-05,42.22,42.57,41.21,41.63,1609047.0
2023-10-06,42.22,42.57,41.21,41.63,1609047.0
2023-10-07,42.22,42.57,41.21,41.63,1609047.0
2023-10-08,42.22,42.57,41.21,41.63,1609047.0
2023-10-09,42.22,42.57,41.21,41.63,1609047.0
2023-10-10,42.22,42.57,41.21,41.63,1609047.0
2023-10-11,42.22,42.57,41.21,41.63,1609047.0
2023-10-12,42.22,42.57,41.21,41.63,1609047.0
2023-10-13,42.22,42.57,41.21,41.63,1609047.0
2023-10-14,42.22,42.57,41.21,41.63,1609047.0
2023-10-15,42.22,42.57,41.21,41.63,1609047.0
2023-10-16,42.22,42.57,41.21,41.63,1609047.0
2023-10-17,42.22,42.57,41.21,41.63,1609047.0
2023-10-18,42.22,42.57,41.21,41.63,1609047.0
2023-10-19,42.22,42.57,41.21,41.63,1609047.0
2023-10-20,42.22,42.57,41.21,41.63,1609047.0
2023-10-21,42.22,42.57,41.21,41.63,1609047.0
2023-10-22,42.22,42.57,41.21,41.63,1609047.0
2023-10-23,42.22,42.57,41.21,41.63,1609047.0
2023-10-24,42.22,42.57,41.21,41.63,1609047.0
2023-10-25,42.22,42.57,41.21,41.63,1609047.0
2023-10-26,42.22,42.57,41.21,41.63,1609047.0
2023-10-27,42.22,42.57,41.21,41.63,1609047.0
2023-10-28,42.22,42.57,41.21,41.63,1609047.0
2023-10-29,42.22,42.57,41.21,41.63,1609047.0
2023-10-30,42.22,42.57,41.21,41.63,1609047.0
2023-10-31,42.22,42.57,41.21,41.63,1609047.0
2023-11-01,42.22,42.57,41.21,41.63,1609047.0
2023-11-02,42.22,42.57,41.21,41.63,1609047.0
2023-11-03,42.22,42.57,41.21,41.63,1609047.0
2023-11-04,42.22,42.57,41.21,41.63,1609047.0
2023-11-05,42.22,42.57,41.21,41.63,1609047.0
2023-11-06,42.22,42.57,41.21,41.63,1609047.0
2023-11-07,42.22,42.57,41.21,41.63,1609047.0
2023-11-08,42.22,42.57,41.21,41.63,1609047.0
2023-11-09,42.22,42.57,41.21,41.63,1609047.0
2023-11-10,42.22,42.57,41.21,41.63,1609047.0
2023-11-11,42.22,42.57,41.21,41.63,1609047.0
2023-11-12,42.22,42.57,41.21,41.63,1609047.0
2023-11-13,42.22,42.57,41.21,41.63,1609047.0
2023-11-14,42.22,42.57,41.21,41.63,1609047.0
2023-11-15,42.22,42.57,41.21,41.63,1609047.0
2023-11-16,42.22,42.57,41.21,41.63,1609047.0
2023-11-17,42.22,42.57,41.21,41.63,1609047.0
2023-11-18,42.22,42.57,41.21,41.63,1609047.0
2023-11-19,42.22,42.57,41.21,41.63,1609047.0
2023-11-20,42.22,42.57,41.21,41.63,1609047.0
2023-11-21,42.22,42.57,41.21,41.63,1609047.0
2023-11-22,42.22,42.57,41.21,41.63,1609047.0
2023-11-23,42.22,42.57,41.21,41.63,1609047.0
2023-11-24,42.22,42.57,41.21,41.63,1609047.0
2023-11-25,42.22,42.57,41.21,41.63,1609047.0
2023-11-26,42.22,42.57,41.21,41.63,1609047.0
2023-11-27,42.22,42.57,41.21,41.63,1609047.0
2023-11-28,42.22,42.57,41.21,41.63,1609047.0
2023-11-29,42.22,42.57,41.21,41.63,1609047.0
2023-11-30,42.22,42.57,41.21,41.63,1609047.0
2023-12-01,42.22,42.57,41.21,41.63,1609047.0
2023-12-02,42.22,42.57,41.21,41.63,1609047.0
2023-12-03,42.22,42.57,41.21,41.63,1609047.0
2023-12-04,42.22,42.57,41.21,41.63,1609047.0
2023-12-05,42.22,42.57,41.21,41.63,1609047.0
2023-12-06,42.22,42.57,41.21,41.63,1609047.0
2023-12-07,42.22,42.57,41.21,41.63,1609047.0
2023-12-08,42.22,42.57,41.21,41.63,1609047.0
2023-12-09,42.22,42.57,41.21,41.63,1609047.0
2023-12-10,42.22,42.57,41.21,41.63,1609047.0
2023-12-11,42.22,42.57,41.21,41.63,1609047.0
2023-12-12,42.22,42.57,41.21,41.63,1609047.0
2023-12-13,42.22,42.57,41.21,41.63,1609047.0
2023-12-14,42.22,42.57,41.21,41.63,1609047.0
2023-12-15,42.22,42.57,41.21,41.63,1609047.0
2023-12-16,42.22,42.57,41.21,41.63,1609047.0
2023-12-17,42.22,42.57,41.21,41.63,1609047.0
2023-12-18,42.22,42.57,41.21,41.63,1609047.0
2023-12-19,42.22,42.57,41.21,41.63,1609047.0
2023-12-20,42.22,42.57,41.21,41.63,1609047.0
2023-12-21,42.22,42.57,41.21,41.63,1609047.0
2023-12-22,42.22,42.57,41.21,41.63,1609047.0
2023-12-23,42.22,42.57,41.21,41.63,1609047.0
2023-12-24,42.22,42.57,41.21,41.63,1609047.0
2023-12-25,42.22,42.57,41.21,41.63,1609047.0
2023-12-26,42.22,42.57,41.21,41.63,1609047.0
2023-12-27,42.22,42.57,41.21,41.63,1609047.0
2023-12-28,42.22,42.57,41.21,41.63,1609047.0
2023-12-29,42.22,42.57,41.21,41.63,1609047.0
2023-12-30,42.22,42.57,41.21,41.63,1609047.0
2023-12-31,42.22,42.57,41.21,41.63,1609047.0
2024-01-01,42.22,42.57,41.21,41.63,1609047.0
2024-01-02,42.22,42.57,41.21,41.63,1609047.0
2024-01-03,42.22,42.57,41.21,41.63,1609047.0
2024-01-04,42.22,42.57,41.21,41.63,1609047.0
2024-01-05,42.22,42.57,41.21,41.63,1609047.0
2024-01-06,42.22,42.57,41.21,41.63,1609047.0
2024-01-07,42.22,42.57,41.21,41.63,1609047.0
2024-01-08,42.22,42.57,41.21,41.63,1609047.0
2024-01-09,42.22,42.57,41.21,41.63,1609047.0
2024-01-10,42.22,42.57,41.21,41.63,1609047.0
2024-01-11,42.22,42.57,41.21,41.63,1609047.0
2024-01-12,42.22,42.57,41.21,41.63,1609047.0
2024-01-13,42.22,42.57,41.21,41.63,1609047.0
2024-01-14,42.22,42.57,41.21,41.63,1609047.0
2024-01-15,42.22,42.57,41.21,41.63,1609047.0
2024-01-16,42.22,42.57,41.21,41.63,1609047.0
2024-01-17,42.22,42.57,41.21,41.63,1609047.0
2024-01-18,42.22,42.57,41.21,41.63,1609047.0
2024-01-19,42.22,42.57,41.21,41.63,1609047.0
2024-01-20,42.22,42.57,41.21,41.63,1609047.0
2024-01-21,42.22,42.57,41.21,41.63,1609047.0
2024-01-22,42.22,42.57,41.21,41.63,1609047.0
2024-01-23,42.22,42.57,41.21,41.63,1609047.0
2024-01-24,42.22,42.57,41.21,41.63,1609047.0
2024-01-25,42.22,42.57,41.21,41.63,1609047.0
2024-01-26,42.22,42.57,41.21,41.63,1609047.0
2024-01-27,42.22,42.57,41.21,41.63,1609047.0
2024-01-28,42.22,42.57,41.21,41.63,1609047.0
2024-01-29,42.22,42.57,41.21,41.63,1609047.0
2024-01-30,42.22,42.57,41.21,41.63,1609047.0
2024-01-31,42.22,42.57,41.21,41.63,1609047.0
2024-02-01,42.22,42.57,41.21,41.63,1609047.0
2024-02-02,42.22,42.57,41.21,41.63,1609047.0
2024-02-03,42.22,42.57,41.21,41.63,1609047.0
2024-02-04,42.22,42.57,41.21,41.63,1609047.0
2024-02-05,42.22,42.57,41.21,41.63,1609047.0
2024-02-06,42.22,42.57,41.21,41.63,1609047.0
2024-02-07,42.22,42.57,41.21,41.63,1609047.0
2024-02-08,42.22,42.57,41.21,41.63,1609047.0
2024-02-09,42.22,42.57,41.21,41.63,1609047.0
2024-02-10,42.22,42.57,41.21,41.63,1609047.0
2024-02-11,42.22,42.57,41.21,41.63,1609047.0
2024-02-12,42.22,42.57,41.21,41.63,1609047.0
2024-02-13,42.22,42.57,41.21,41.63,1609047.0
2024-02-14,42.22,42.57,41.21,41.63,1609047.0
2024-02-15,42.22,42.57,41.21,41.63,1609047.0
2024-02-16,42.22,42.57,41.21,41.63,1609047.0
2024-02-17,42.22,42.57,41.21,41.63,1609047.0
2024-02-18,42.22,42.57,41.21,41.63,1609047.0
2024-02-19,42.22,42.57,41.21,41.63,1609047.0
2024-02-20,42.22,42.57,41.21,41.63,1609047.0
2024-02-21,42.22,42.57,41.21,41.63,1609047.0
2024-02-22,42.22,42.57,41.21,41.63,1609047.0
2024-02-23,42.22,42.57,41.21,41.63,1609047.0
2024-02-24,42.22,42.57,41.21,41.63,1609047.0
2024-02-25,42.22,42.57,41.21,41.63,1609047.0
2024-02-26,42.22,42.57,41.21,41.63,1609047.0
2024-02-27,42.22,42.57,41.21,41.63,1609047.0
2024-02-28,42.22,42.57,41.21,41.63,1609047.0
2024-02-29,42.22,42.57,41.21,41.63,1609047.0
2024-03-01,42.22,42.57,41.21,41.63,1609047.0
2024-03-02,42.22,42.57,41.21,41.63,1609047.0
2024-03-03,42.22,42.57,41.21,41.63,1609047.0
2024-03-04,42.22,42.57,41.21,41.63,1609047.0
2024-03-05,42.22,42.57,41.21,41.63,1609047.0
2024-03-06,42.22,42.57,41.21,41.63,1609047.0
2024-03-07,42.22,42.57,41.21,41.63,1609047.0
2024-03-08,42.22,42.57,41.21,41.63,1609047.0
2024-03-09,42.22,42.57,41.21,41.63,1609047.0
2024-03-10,42.22,42.57,41.21,41.63,1609047.0
2024-03-11,42.22,42.57,41.21,41.63,1609047.0
2024-03-12,42.22,42.57,41.21,41.63,1609047.0
2024-03-13,42.22,42.57,41.21,41.63,1609047.0
2024-03-14,42.22,42.57,41.21,41.63,1609047.0
2024-03-15,42.22,42.57,41.21,41.63,1609047.0
2024-03-16,42.22,42.57,41.21,41.63,1609047.0
2024-03-17,42.22,42.57,41.21,41.63,1609047.0
2024-03-18,42.22,42.57,41.21,41.63,1609047.0
2024-03-19,42.22,42.57,41.21,41.63,1609047.0
2024-03-20,42.22,42.57,41.21,41.63,1609047.0
2024-03-21,42.22,42.57,41.21,41.63,1609047.0
2024-03-22,42.22,42.57,41.21,41.63,1609047.0
2024-03-23,42.22,42.57,41.21,41.63,1609047.0
2024-03-24,42.22,42.57,41.21,41.63,1609047.0
2024-03-25,42.22,42.57,41.21,41.63,1609047.0
2024-03-26,42.22,42.57,41.21,41.63,1609047.0
2024-03-27,42.22,42.57,41.21,41.63,1609047.0
2024-03-28,42.22,42.57,41.21,41.63,1609047.0
2024-03-29,42.22,42.57,41.21,41.63,1609047.0
2024-03-30,42.22,42.57,41.21,41.63,1609047.0
2024-03-31,42.22,42.57,41.21,41.63,1609047.0
2024-04-01,42.22,42.57,41.21,41.63,1609047.0
2024-04-02,42.22,42.57,41.21,41.63,1609047.0
2024-04-03,42.22,42.57,41.21,41.63,1609047.0
2024-04-04,42.22,42.57,41.21,41.63,1609047.0
2024-04-05,42.22,42.57,41.21,41.63,1609047.0
2024-04-06,42.22,42.57,41.21,41.63,1609047.0
2024-04-07,42.22,42.57,41.21,41.63,1609047.0
2024-04-08,42.22,42.57,41.21,41.63,1609047.0
