,CMA US Equity
2023-03-10,18.2766
2023-03-11,18.2766
2023-03-12,18.2766
2023-03-13,18.2766
2023-03-14,18.2766
2023-03-15,18.2766
2023-03-16,18.2766
2023-03-17,18.2766
2023-03-18,18.2766
2023-03-19,18.2766
2023-03-20,18.2766
2023-03-21,18.2766
2023-03-22,18.2766
2023-03-23,18.2766
2023-03-24,18.2766
2023-03-25,18.2766
2023-03-26,18.2766
2023-03-27,18.2766
2023-03-28,18.2766
2023-03-29,18.2766
2023-03-30,18.2766
2023-03-31,20.556
2023-04-01,20.556
2023-04-02,20.556
2023-04-03,20.556
2023-04-04,20.556
2023-04-05,20.556
2023-04-06,20.556
2023-04-07,20.556
2023-04-08,20.556
2023-04-09,20.556
2023-04-10,20.556
2023-04-11,20.556
2023-04-12,20.556
2023-04-13,20.556
2023-04-14,20.556
2023-04-15,20.556
2023-04-16,20.556
2023-04-17,20.556
2023-04-18,20.556
2023-04-19,20.556
2023-04-20,20.556
2023-04-21,20.556
2023-04-22,20.556
2023-04-23,20.556
2023-04-24,20.556
2023-04-25,20.556
2023-04-26,20.556
2023-04-27,20.556
2023-04-28,20.556
2023-04-29,20.556
2023-04-30,20.556
2023-05-01,20.556
2023-05-02,20.556
2023-05-03,20.556
2023-05-04,20.556
2023-05-05,20.556
2023-05-06,20.556
2023-05-07,20.556
2023-05-08,20.556
2023-05-09,20.556
2023-05-10,20.556
2023-05-11,20.556
2023-05-12,20.556
2023-05-13,20.556
2023-05-14,20.556
2023-05-15,20.556
2023-05-16,20.556
2023-05-17,20.556
2023-05-18,20.556
2023-05-19,20.556
2023-05-20,20.556
2023-05-21,20.556
2023-05-22,20.556
2023-05-23,20.556
2023-05-24,20.556
2023-05-25,20.556
2023-05-26,20.556
2023-05-27,20.556
2023-05-28,20.556
2023-05-29,20.556
2023-05-30,20.556
2023-05-31,20.556
2023-06-01,20.556
2023-06-02,20.556
2023-06-03,20.556
2023-06-04,20.556
2023-06-05,20.556
2023-06-06,20.556
2023-06-07,20.556
2023-06-08,20.556
2023-06-09,20.556
2023-06-10,20.556
2023-06-11,20.556
2023-06-12,20.556
2023-06-13,20.556
2023-06-14,20.556
2023-06-15,20.556
2023-06-16,20.556
2023-06-17,20.556
2023-06-18,20.556
2023-06-19,20.556
2023-06-20,20.556
2023-06-21,20.556
2023-06-22,20.556
2023-06-23,20.556
2023-06-24,20.556
2023-06-25,20.556
2023-06-26,20.556
2023-06-27,20.556
2023-06-28,20.556
2023-06-29,20.556
2023-06-30,22.5824
2023-07-01,22.5824
2023-07-02,22.5824
2023-07-03,22.5824
2023-07-04,22.5824
2023-07-05,22.5824
2023-07-06,22.5824
2023-07-07,22.5824
2023-07-08,22.5824
2023-07-09,22.5824
2023-07-10,22.5824
2023-07-11,22.5824
2023-07-12,22.5824
2023-07-13,22.5824
2023-07-14,22.5824
2023-07-15,22.5824
2023-07-16,22.5824
2023-07-17,22.5824
2023-07-18,22.5824
2023-07-19,22.5824
2023-07-20,22.5824
2023-07-21,22.5824
2023-07-22,22.5824
2023-07-23,22.5824
2023-07-24,22.5824
2023-07-25,22.5824
2023-07-26,22.5824
2023-07-27,22.5824
2023-07-28,22.5824
2023-07-29,22.5824
2023-07-30,22.5824
2023-07-31,22.5824
2023-08-01,22.5824
2023-08-02,22.5824
2023-08-03,22.5824
2023-08-04,22.5824
2023-08-05,22.5824
2023-08-06,22.5824
2023-08-07,22.5824
2023-08-08,22.5824
2023-08-09,22.5824
2023-08-10,22.5824
2023-08-11,22.5824
2023-08-12,22.5824
2023-08-13,22.5824
2023-08-14,22.5824
2023-08-15,22.5824
2023-08-16,22.5824
2023-08-17,22.5824
2023-08-18,22.5824
2023-08-19,22.5824
2023-08-20,22.5824
2023-08-21,22.5824
2023-08-22,22.5824
2023-08-23,22.5824
2023-08-24,22.5824
2023-08-25,22.5824
2023-08-26,22.5824
2023-08-27,22.5824
2023-08-28,22.5824
2023-08-29,22.5824
2023-08-30,22.5824
2023-08-31,22.5824
2023-09-01,22.5824
2023-09-02,22.5824
2023-09-03,22.5824
2023-09-04,22.5824
2023-09-05,22.5824
2023-09-06,22.5824
2023-09-07,22.5824
2023-09-08,22.5824
2023-09-09,22.5824
2023-09-10,22.5824
2023-09-11,22.5824
2023-09-12,22.5824
2023-09-13,22.5824
2023-09-14,22.5824
2023-09-15,22.5824
2023-09-16,22.5824
2023-09-17,22.5824
2023-09-18,22.5824
2023-09-19,22.5824
2023-09-20,22.5824
2023-09-21,22.5824
2023-09-22,22.5824
2023-09-23,22.5824
2023-09-24,22.5824
2023-09-25,22.5824
2023-09-26,22.5824
2023-09-27,22.5824
2023-09-28,22.5824
2023-09-29,22.5824
2023-09-30,25.3003
2023-10-01,25.3003
2023-10-02,25.3003
2023-10-03,25.3003
2023-10-04,25.3003
2023-10-05,25.3003
2023-10-06,25.3003
2023-10-07,25.3003
2023-10-08,25.3003
2023-10-09,25.3003
2023-10-10,25.3003
2023-10-11,25.3003
2023-10-12,25.3003
2023-10-13,25.3003
2023-10-14,25.3003
2023-10-15,25.3003
2023-10-16,25.3003
2023-10-17,25.3003
2023-10-18,25.3003
2023-10-19,25.3003
2023-10-20,25.3003
2023-10-21,25.3003
2023-10-22,25.3003
2023-10-23,25.3003
2023-10-24,25.3003
2023-10-25,25.3003
2023-10-26,25.3003
2023-10-27,25.3003
2023-10-28,25.3003
2023-10-29,25.3003
2023-10-30,25.3003
2023-10-31,25.3003
2023-11-01,25.3003
2023-11-02,25.3003
2023-11-03,25.3003
2023-11-04,25.3003
2023-11-05,25.3003
2023-11-06,25.3003
2023-11-07,25.3003
2023-11-08,25.3003
2023-11-09,25.3003
2023-11-10,25.3003
2023-11-11,25.3003
2023-11-12,25.3003
2023-11-13,25.3003
2023-11-14,25.3003
2023-11-15,25.3003
2023-11-16,25.3003
2023-11-17,25.3003
2023-11-18,25.3003
2023-11-19,25.3003
2023-11-20,25.3003
2023-11-21,25.3003
2023-11-22,25.3003
2023-11-23,25.3003
2023-11-24,25.3003
2023-11-25,25.3003
2023-11-26,25.3003
2023-11-27,25.3003
2023-11-28,25.3003
2023-11-29,25.3003
2023-11-30,25.3003
2023-12-01,25.3003
2023-12-02,25.3003
2023-12-03,25.3003
2023-12-04,25.3003
2023-12-05,25.3003
2023-12-06,25.3003
2023-12-07,25.3003
2023-12-08,25.3003
2023-12-09,25.3003
2023-12-10,25.3003
2023-12-11,25.3003
2023-12-12,25.3003
2023-12-13,25.3003
2023-12-14,25.3003
2023-12-15,25.3003
2023-12-16,25.3003
2023-12-17,25.3003
2023-12-18,25.3003
2023-12-19,25.3003
2023-12-20,25.3003
2023-12-21,25.3003
2023-12-22,25.3003
2023-12-23,25.3003
2023-12-24,25.3003
2023-12-25,25.3003
2023-12-26,25.3003
2023-12-27,25.3003
2023-12-28,25.3003
2023-12-29,25.3003
2023-12-30,25.3003
2023-12-31,15.8339
2024-01-01,15.8339
2024-01-02,15.8339
2024-01-03,15.8339
2024-01-04,15.8339
2024-01-05,15.8339
2024-01-06,15.8339
2024-01-07,15.8339
2024-01-08,15.8339
2024-01-09,15.8339
2024-01-10,15.8339
2024-01-11,15.8339
2024-01-12,15.8339
2024-01-13,15.8339
2024-01-14,15.8339
2024-01-15,15.8339
2024-01-16,15.8339
2024-01-17,15.8339
2024-01-18,15.8339
2024-01-19,15.8339
2024-01-20,15.8339
2024-01-21,15.8339
2024-01-22,15.8339
2024-01-23,15.8339
2024-01-24,15.8339
2024-01-25,15.8339
2024-01-26,15.8339
2024-01-27,15.8339
2024-01-28,15.8339
2024-01-29,15.8339
2024-01-30,15.8339
2024-01-31,15.8339
2024-02-01,15.8339
2024-02-02,15.8339
2024-02-03,15.8339
2024-02-04,15.8339
2024-02-05,15.8339
2024-02-06,15.8339
2024-02-07,15.8339
2024-02-08,15.8339
2024-02-09,15.8339
2024-02-10,15.8339
2024-02-11,15.8339
2024-02-12,15.8339
2024-02-13,15.8339
2024-02-14,15.8339
2024-02-15,15.8339
2024-02-16,15.8339
2024-02-17,15.8339
2024-02-18,15.8339
2024-02-19,15.8339
2024-02-20,15.8339
2024-02-21,15.8339
2024-02-22,15.8339
2024-02-23,15.8339
2024-02-24,15.8339
2024-02-25,15.8339
2024-02-26,15.8339
2024-02-27,15.8339
2024-02-28,15.8339
2024-02-29,15.8339
2024-03-01,15.8339
2024-03-02,15.8339
2024-03-03,15.8339
2024-03-04,15.8339
2024-03-05,15.8339
2024-03-06,15.8339
2024-03-07,15.8339
2024-03-08,15.8339
2024-03-09,15.8339
2024-03-10,15.8339
2024-03-11,15.8339
2024-03-12,15.8339
2024-03-13,15.8339
2024-03-14,15.8339
2024-03-15,15.8339
2024-03-16,15.8339
2024-03-17,15.8339
2024-03-18,15.8339
2024-03-19,15.8339
2024-03-20,15.8339
2024-03-21,15.8339
2024-03-22,15.8339
2024-03-23,15.8339
2024-03-24,15.8339
2024-03-25,15.8339
2024-03-26,15.8339
2024-03-27,15.8339
2024-03-28,15.8339
2024-03-29,15.8339
2024-03-30,15.8339
2024-03-31,15.8339
2024-04-01,15.8339
2024-04-02,15.8339
2024-04-03,15.8339
2024-04-04,15.8339
2024-04-05,15.8339
2024-04-06,15.8339
2024-04-07,15.8339
2024-04-08,15.8339
