,PRI US Equity
2021-06-14,24.0535
2021-06-15,24.0535
2021-06-16,24.0535
2021-06-17,24.0535
2021-06-18,24.0535
2021-06-19,24.0535
2021-06-20,24.0535
2021-06-21,24.0535
2021-06-22,24.0535
2021-06-23,24.0535
2021-06-24,24.0535
2021-06-25,24.0535
2021-06-26,24.0535
2021-06-27,24.0535
2021-06-28,24.0535
2021-06-29,24.0535
2021-06-30,23.835
2021-07-01,23.835
2021-07-02,23.835
2021-07-03,23.835
2021-07-04,23.835
2021-07-05,23.835
2021-07-06,23.835
2021-07-07,23.835
2021-07-08,23.835
2021-07-09,23.835
2021-07-10,23.835
2021-07-11,23.835
2021-07-12,23.835
2021-07-13,23.835
2021-07-14,23.835
2021-07-15,23.835
2021-07-16,23.835
2021-07-17,23.835
2021-07-18,23.835
2021-07-19,23.835
2021-07-20,23.835
2021-07-21,23.835
2021-07-22,23.835
2021-07-23,23.835
2021-07-24,23.835
2021-07-25,23.835
2021-07-26,23.835
2021-07-27,23.835
2021-07-28,23.835
2021-07-29,23.835
2021-07-30,23.835
2021-07-31,23.835
2021-08-01,23.835
2021-08-02,23.835
2021-08-03,23.835
2021-08-04,23.835
2021-08-05,23.835
2021-08-06,23.835
2021-08-07,23.835
2021-08-08,23.835
2021-08-09,23.835
2021-08-10,23.835
2021-08-11,23.835
2021-08-12,23.835
2021-08-13,23.835
2021-08-14,23.835
2021-08-15,23.835
2021-08-16,23.835
2021-08-17,23.835
2021-08-18,23.835
2021-08-19,23.835
2021-08-20,23.835
2021-08-21,23.835
2021-08-22,23.835
2021-08-23,23.835
2021-08-24,23.835
2021-08-25,23.835
2021-08-26,23.835
2021-08-27,23.835
2021-08-28,23.835
2021-08-29,23.835
2021-08-30,23.835
2021-08-31,23.835
2021-09-01,23.835
2021-09-02,23.835
2021-09-03,23.835
2021-09-04,23.835
2021-09-05,23.835
2021-09-06,23.835
2021-09-07,23.835
2021-09-08,23.835
2021-09-09,23.835
2021-09-10,23.835
2021-09-11,23.835
2021-09-12,23.835
2021-09-13,23.835
2021-09-14,23.835
2021-09-15,23.835
2021-09-16,23.835
2021-09-17,23.835
2021-09-18,23.835
2021-09-19,23.835
2021-09-20,23.835
2021-09-21,23.835
2021-09-22,23.835
2021-09-23,23.835
2021-09-24,23.835
2021-09-25,23.835
2021-09-26,23.835
2021-09-27,23.835
2021-09-28,23.835
2021-09-29,23.835
2021-09-30,22.8242
2021-10-01,22.8242
2021-10-02,22.8242
2021-10-03,22.8242
2021-10-04,22.8242
2021-10-05,22.8242
2021-10-06,22.8242
2021-10-07,22.8242
2021-10-08,22.8242
2021-10-09,22.8242
2021-10-10,22.8242
2021-10-11,22.8242
2021-10-12,22.8242
2021-10-13,22.8242
2021-10-14,22.8242
2021-10-15,22.8242
2021-10-16,22.8242
2021-10-17,22.8242
2021-10-18,22.8242
2021-10-19,22.8242
2021-10-20,22.8242
2021-10-21,22.8242
2021-10-22,22.8242
2021-10-23,22.8242
2021-10-24,22.8242
2021-10-25,22.8242
2021-10-26,22.8242
2021-10-27,22.8242
2021-10-28,22.8242
2021-10-29,22.8242
2021-10-30,22.8242
2021-10-31,22.8242
2021-11-01,22.8242
2021-11-02,22.8242
2021-11-03,22.8242
2021-11-04,22.8242
2021-11-05,22.8242
2021-11-06,22.8242
2021-11-07,22.8242
2021-11-08,22.8242
2021-11-09,22.8242
2021-11-10,22.8242
2021-11-11,22.8242
2021-11-12,22.8242
2021-11-13,22.8242
2021-11-14,22.8242
2021-11-15,22.8242
2021-11-16,22.8242
2021-11-17,22.8242
2021-11-18,22.8242
2021-11-19,22.8242
2021-11-20,22.8242
2021-11-21,22.8242
2021-11-22,22.8242
2021-11-23,22.8242
2021-11-24,22.8242
2021-11-25,22.8242
2021-11-26,22.8242
2021-11-27,22.8242
2021-11-28,22.8242
2021-11-29,22.8242
2021-11-30,22.8242
2021-12-01,22.8242
2021-12-02,22.8242
2021-12-03,22.8242
2021-12-04,22.8242
2021-12-05,22.8242
2021-12-06,22.8242
2021-12-07,22.8242
2021-12-08,22.8242
2021-12-09,22.8242
2021-12-10,22.8242
2021-12-11,22.8242
2021-12-12,22.8242
2021-12-13,22.8242
2021-12-14,22.8242
2021-12-15,22.8242
2021-12-16,22.8242
2021-12-17,22.8242
2021-12-18,22.8242
2021-12-19,22.8242
2021-12-20,22.8242
2021-12-21,22.8242
2021-12-22,22.8242
2021-12-23,22.8242
2021-12-24,22.8242
2021-12-25,22.8242
2021-12-26,22.8242
2021-12-27,22.8242
2021-12-28,22.8242
2021-12-29,22.8242
2021-12-30,22.8242
2021-12-31,18.943
2022-01-01,18.943
2022-01-02,18.943
2022-01-03,18.943
2022-01-04,18.943
2022-01-05,18.943
2022-01-06,18.943
2022-01-07,18.943
2022-01-08,18.943
2022-01-09,18.943
2022-01-10,18.943
2022-01-11,18.943
2022-01-12,18.943
2022-01-13,18.943
2022-01-14,18.943
2022-01-15,18.943
2022-01-16,18.943
2022-01-17,18.943
2022-01-18,18.943
2022-01-19,18.943
2022-01-20,18.943
2022-01-21,18.943
2022-01-22,18.943
2022-01-23,18.943
2022-01-24,18.943
2022-01-25,18.943
2022-01-26,18.943
2022-01-27,18.943
2022-01-28,18.943
2022-01-29,18.943
2022-01-30,18.943
2022-01-31,18.943
2022-02-01,18.943
2022-02-02,18.943
2022-02-03,18.943
2022-02-04,18.943
2022-02-05,18.943
2022-02-06,18.943
2022-02-07,18.943
2022-02-08,18.943
2022-02-09,18.943
2022-02-10,18.943
2022-02-11,18.943
2022-02-12,18.943
2022-02-13,18.943
2022-02-14,18.943
2022-02-15,18.943
2022-02-16,18.943
2022-02-17,18.943
2022-02-18,18.943
2022-02-19,18.943
2022-02-20,18.943
2022-02-21,18.943
2022-02-22,18.943
2022-02-23,18.943
2022-02-24,18.943
2022-02-25,18.943
2022-02-26,18.943
2022-02-27,18.943
2022-02-28,18.943
2022-03-01,18.943
2022-03-02,18.943
2022-03-03,18.943
2022-03-04,18.943
2022-03-05,18.943
2022-03-06,18.943
2022-03-07,18.943
2022-03-08,18.943
2022-03-09,18.943
2022-03-10,18.943
2022-03-11,18.943
2022-03-12,18.943
2022-03-13,18.943
2022-03-14,18.943
2022-03-15,18.943
2022-03-16,18.943
2022-03-17,18.943
2022-03-18,18.943
2022-03-19,18.943
2022-03-20,18.943
2022-03-21,18.943
2022-03-22,18.943
2022-03-23,18.943
2022-03-24,18.943
2022-03-25,18.943
2022-03-26,18.943
2022-03-27,18.943
2022-03-28,18.943
2022-03-29,18.943
2022-03-30,18.943
2022-03-31,20.4268
2022-04-01,20.4268
2022-04-02,20.4268
2022-04-03,20.4268
2022-04-04,20.4268
2022-04-05,20.4268
2022-04-06,20.4268
2022-04-07,20.4268
2022-04-08,20.4268
2022-04-09,20.4268
2022-04-10,20.4268
2022-04-11,20.4268
2022-04-12,20.4268
2022-04-13,20.4268
2022-04-14,20.4268
2022-04-15,20.4268
2022-04-16,20.4268
2022-04-17,20.4268
2022-04-18,20.4268
2022-04-19,20.4268
2022-04-20,20.4268
2022-04-21,20.4268
2022-04-22,20.4268
2022-04-23,20.4268
2022-04-24,20.4268
2022-04-25,20.4268
2022-04-26,20.4268
2022-04-27,20.4268
2022-04-28,20.4268
2022-04-29,20.4268
2022-04-30,20.4268
2022-05-01,20.4268
2022-05-02,20.4268
2022-05-03,20.4268
2022-05-04,20.4268
2022-05-05,20.4268
2022-05-06,20.4268
2022-05-07,20.4268
2022-05-08,20.4268
2022-05-09,20.4268
2022-05-10,20.4268
2022-05-11,20.4268
2022-05-12,20.4268
2022-05-13,20.4268
2022-05-14,20.4268
2022-05-15,20.4268
2022-05-16,20.4268
2022-05-17,20.4268
2022-05-18,20.4268
2022-05-19,20.4268
2022-05-20,20.4268
2022-05-21,20.4268
2022-05-22,20.4268
2022-05-23,20.4268
2022-05-24,20.4268
2022-05-25,20.4268
2022-05-26,20.4268
2022-05-27,20.4268
2022-05-28,20.4268
2022-05-29,20.4268
2022-05-30,20.4268
2022-05-31,20.4268
2022-06-01,20.4268
2022-06-02,20.4268
2022-06-03,20.4268
2022-06-04,20.4268
2022-06-05,20.4268
2022-06-06,20.4268
2022-06-07,20.4268
2022-06-08,20.4268
2022-06-09,20.4268
2022-06-10,20.4268
2022-06-11,20.4268
2022-06-12,20.4268
2022-06-13,20.4268
2022-06-14,20.4268
2022-06-15,20.4268
2022-06-16,20.4268
2022-06-17,20.4268
2022-06-18,20.4268
2022-06-19,20.4268
2022-06-20,20.4268
2022-06-21,20.4268
2022-06-22,20.4268
2022-06-23,20.4268
2022-06-24,20.4268
2022-06-25,20.4268
2022-06-26,20.4268
2022-06-27,20.4268
2022-06-28,20.4268
2022-06-29,20.4268
2022-06-30,20.4755
2022-07-01,20.4755
2022-07-02,20.4755
2022-07-03,20.4755
2022-07-04,20.4755
2022-07-05,20.4755
2022-07-06,20.4755
2022-07-07,20.4755
2022-07-08,20.4755
2022-07-09,20.4755
2022-07-10,20.4755
2022-07-11,20.4755
2022-07-12,20.4755
2022-07-13,20.4755
2022-07-14,20.4755
2022-07-15,20.4755
2022-07-16,20.4755
2022-07-17,20.4755
2022-07-18,20.4755
2022-07-19,20.4755
2022-07-20,20.4755
2022-07-21,20.4755
2022-07-22,20.4755
2022-07-23,20.4755
2022-07-24,20.4755
2022-07-25,20.4755
2022-07-26,20.4755
2022-07-27,20.4755
2022-07-28,20.4755
2022-07-29,20.4755
2022-07-30,20.4755
2022-07-31,20.4755
2022-08-01,20.4755
2022-08-02,20.4755
2022-08-03,20.4755
2022-08-04,20.4755
2022-08-05,20.4755
2022-08-06,20.4755
2022-08-07,20.4755
2022-08-08,20.4755
2022-08-09,20.4755
2022-08-10,20.4755
2022-08-11,20.4755
2022-08-12,20.4755
2022-08-13,20.4755
2022-08-14,20.4755
2022-08-15,20.4755
2022-08-16,20.4755
2022-08-17,20.4755
2022-08-18,20.4755
2022-08-19,20.4755
2022-08-20,20.4755
2022-08-21,20.4755
2022-08-22,20.4755
2022-08-23,20.4755
2022-08-24,20.4755
2022-08-25,20.4755
2022-08-26,20.4755
2022-08-27,20.4755
2022-08-28,20.4755
2022-08-29,20.4755
2022-08-30,20.4755
2022-08-31,20.4755
2022-09-01,20.4755
2022-09-02,20.4755
2022-09-03,20.4755
2022-09-04,20.4755
2022-09-05,20.4755
2022-09-06,20.4755
2022-09-07,20.4755
2022-09-08,20.4755
2022-09-09,20.4755
2022-09-10,20.4755
2022-09-11,20.4755
2022-09-12,20.4755
2022-09-13,20.4755
2022-09-14,20.4755
2022-09-15,20.4755
2022-09-16,20.4755
2022-09-17,20.4755
2022-09-18,20.4755
2022-09-19,20.4755
2022-09-20,20.4755
2022-09-21,20.4755
2022-09-22,20.4755
2022-09-23,20.4755
2022-09-24,20.4755
2022-09-25,20.4755
2022-09-26,20.4755
2022-09-27,20.4755
2022-09-28,20.4755
2022-09-29,20.4755
2022-09-30,17.6165
2022-10-01,17.6165
2022-10-02,17.6165
2022-10-03,17.6165
2022-10-04,17.6165
2022-10-05,17.6165
2022-10-06,17.6165
2022-10-07,17.6165
2022-10-08,17.6165
2022-10-09,17.6165
2022-10-10,17.6165
2022-10-11,17.6165
2022-10-12,17.6165
2022-10-13,17.6165
2022-10-14,17.6165
2022-10-15,17.6165
2022-10-16,17.6165
2022-10-17,17.6165
2022-10-18,17.6165
2022-10-19,17.6165
2022-10-20,17.6165
2022-10-21,17.6165
2022-10-22,17.6165
2022-10-23,17.6165
2022-10-24,17.6165
2022-10-25,17.6165
2022-10-26,17.6165
2022-10-27,17.6165
2022-10-28,17.6165
2022-10-29,17.6165
2022-10-30,17.6165
2022-10-31,17.6165
2022-11-01,17.6165
2022-11-02,17.6165
2022-11-03,17.6165
2022-11-04,17.6165
2022-11-05,17.6165
2022-11-06,17.6165
2022-11-07,17.6165
2022-11-08,17.6165
2022-11-09,17.6165
2022-11-10,17.6165
2022-11-11,17.6165
2022-11-12,17.6165
2022-11-13,17.6165
2022-11-14,17.6165
2022-11-15,17.6165
2022-11-16,17.6165
2022-11-17,17.6165
2022-11-18,17.6165
2022-11-19,17.6165
2022-11-20,17.6165
2022-11-21,17.6165
2022-11-22,17.6165
2022-11-23,17.6165
2022-11-24,17.6165
2022-11-25,17.6165
2022-11-26,17.6165
2022-11-27,17.6165
2022-11-28,17.6165
2022-11-29,17.6165
2022-11-30,17.6165
2022-12-01,17.6165
2022-12-02,17.6165
2022-12-03,17.6165
2022-12-04,17.6165
2022-12-05,17.6165
2022-12-06,17.6165
2022-12-07,17.6165
2022-12-08,17.6165
2022-12-09,17.6165
2022-12-10,17.6165
2022-12-11,17.6165
2022-12-12,17.6165
2022-12-13,17.6165
2022-12-14,17.6165
2022-12-15,17.6165
2022-12-16,17.6165
2022-12-17,17.6165
2022-12-18,17.6165
2022-12-19,17.6165
2022-12-20,17.6165
2022-12-21,17.6165
2022-12-22,17.6165
2022-12-23,17.6165
2022-12-24,17.6165
2022-12-25,17.6165
2022-12-26,17.6165
2022-12-27,17.6165
2022-12-28,17.6165
2022-12-29,17.6165
2022-12-30,17.6165
2022-12-31,21.3312
2023-01-01,21.3312
2023-01-02,21.3312
2023-01-03,21.3312
2023-01-04,21.3312
2023-01-05,21.3312
2023-01-06,21.3312
2023-01-07,21.3312
2023-01-08,21.3312
2023-01-09,21.3312
2023-01-10,21.3312
2023-01-11,21.3312
2023-01-12,21.3312
2023-01-13,21.3312
2023-01-14,21.3312
2023-01-15,21.3312
2023-01-16,21.3312
2023-01-17,21.3312
2023-01-18,21.3312
2023-01-19,21.3312
2023-01-20,21.3312
2023-01-21,21.3312
2023-01-22,21.3312
2023-01-23,21.3312
2023-01-24,21.3312
2023-01-25,21.3312
2023-01-26,21.3312
2023-01-27,21.3312
2023-01-28,21.3312
2023-01-29,21.3312
2023-01-30,21.3312
2023-01-31,21.3312
2023-02-01,21.3312
2023-02-02,21.3312
2023-02-03,21.3312
2023-02-04,21.3312
2023-02-05,21.3312
2023-02-06,21.3312
2023-02-07,21.3312
2023-02-08,21.3312
2023-02-09,21.3312
2023-02-10,21.3312
2023-02-11,21.3312
2023-02-12,21.3312
2023-02-13,21.3312
2023-02-14,21.3312
2023-02-15,21.3312
2023-02-16,21.3312
2023-02-17,21.3312
2023-02-18,21.3312
2023-02-19,21.3312
2023-02-20,21.3312
2023-02-21,21.3312
2023-02-22,21.3312
2023-02-23,21.3312
2023-02-24,21.3312
2023-02-25,21.3312
2023-02-26,21.3312
2023-02-27,21.3312
2023-02-28,21.3312
2023-03-01,21.3312
2023-03-02,21.3312
2023-03-03,21.3312
2023-03-04,21.3312
2023-03-05,21.3312
2023-03-06,21.3312
2023-03-07,21.3312
2023-03-08,21.3312
2023-03-09,21.3312
2023-03-10,21.3312
2023-03-11,21.3312
2023-03-12,21.3312
2023-03-13,21.3312
2023-03-14,21.3312
2023-03-15,21.3312
2023-03-16,21.3312
2023-03-17,21.3312
2023-03-18,21.3312
2023-03-19,21.3312
2023-03-20,21.3312
2023-03-21,21.3312
2023-03-22,21.3312
2023-03-23,21.3312
2023-03-24,21.3312
2023-03-25,21.3312
2023-03-26,21.3312
2023-03-27,21.3312
2023-03-28,21.3312
2023-03-29,21.3312
2023-03-30,21.3312
2023-03-31,23.3398
