,EA US Equity
2023-04-02,10.7521
2023-04-03,10.7521
2023-04-04,10.7521
2023-04-05,10.7521
2023-04-06,10.7521
2023-04-07,10.7521
2023-04-08,10.7521
2023-04-09,10.7521
2023-04-10,10.7521
2023-04-11,10.7521
2023-04-12,10.7521
2023-04-13,10.7521
2023-04-14,10.7521
2023-04-15,10.7521
2023-04-16,10.7521
2023-04-17,10.7521
2023-04-18,10.7521
2023-04-19,10.7521
2023-04-20,10.7521
2023-04-21,10.7521
2023-04-22,10.7521
2023-04-23,10.7521
2023-04-24,10.7521
2023-04-25,10.7521
2023-04-26,10.7521
2023-04-27,10.7521
2023-04-28,10.7521
2023-04-29,10.7521
2023-04-30,10.7521
2023-05-01,10.7521
2023-05-02,10.7521
2023-05-03,10.7521
2023-05-04,10.7521
2023-05-05,10.7521
2023-05-06,10.7521
2023-05-07,10.7521
2023-05-08,10.7521
2023-05-09,10.7521
2023-05-10,10.7521
2023-05-11,10.7521
2023-05-12,10.7521
2023-05-13,10.7521
2023-05-14,10.7521
2023-05-15,10.7521
2023-05-16,10.7521
2023-05-17,10.7521
2023-05-18,10.7521
2023-05-19,10.7521
2023-05-20,10.7521
2023-05-21,10.7521
2023-05-22,10.7521
2023-05-23,10.7521
2023-05-24,10.7521
2023-05-25,10.7521
2023-05-26,10.7521
2023-05-27,10.7521
2023-05-28,10.7521
2023-05-29,10.7521
2023-05-30,10.7521
2023-05-31,10.7521
2023-06-01,10.7521
2023-06-02,10.7521
2023-06-03,10.7521
2023-06-04,10.7521
2023-06-05,10.7521
2023-06-06,10.7521
2023-06-07,10.7521
2023-06-08,10.7521
2023-06-09,10.7521
2023-06-10,10.7521
2023-06-11,10.7521
2023-06-12,10.7521
2023-06-13,10.7521
2023-06-14,10.7521
2023-06-15,10.7521
2023-06-16,10.7521
2023-06-17,10.7521
2023-06-18,10.7521
2023-06-19,10.7521
2023-06-20,10.7521
2023-06-21,10.7521
2023-06-22,10.7521
2023-06-23,10.7521
2023-06-24,10.7521
2023-06-25,10.7521
2023-06-26,10.7521
2023-06-27,10.7521
2023-06-28,10.7521
2023-06-29,10.7521
2023-06-30,11.9265
2023-07-01,11.9265
2023-07-02,11.9265
2023-07-03,11.9265
2023-07-04,11.9265
2023-07-05,11.9265
2023-07-06,11.9265
2023-07-07,11.9265
2023-07-08,11.9265
2023-07-09,11.9265
2023-07-10,11.9265
2023-07-11,11.9265
2023-07-12,11.9265
2023-07-13,11.9265
2023-07-14,11.9265
2023-07-15,11.9265
2023-07-16,11.9265
2023-07-17,11.9265
2023-07-18,11.9265
2023-07-19,11.9265
2023-07-20,11.9265
2023-07-21,11.9265
2023-07-22,11.9265
2023-07-23,11.9265
2023-07-24,11.9265
2023-07-25,11.9265
2023-07-26,11.9265
2023-07-27,11.9265
2023-07-28,11.9265
2023-07-29,11.9265
2023-07-30,11.9265
2023-07-31,11.9265
2023-08-01,11.9265
2023-08-02,11.9265
2023-08-03,11.9265
2023-08-04,11.9265
2023-08-05,11.9265
2023-08-06,11.9265
2023-08-07,11.9265
2023-08-08,11.9265
2023-08-09,11.9265
2023-08-10,11.9265
2023-08-11,11.9265
2023-08-12,11.9265
2023-08-13,11.9265
2023-08-14,11.9265
2023-08-15,11.9265
2023-08-16,11.9265
2023-08-17,11.9265
2023-08-18,11.9265
2023-08-19,11.9265
2023-08-20,11.9265
2023-08-21,11.9265
2023-08-22,11.9265
2023-08-23,11.9265
2023-08-24,11.9265
2023-08-25,11.9265
2023-08-26,11.9265
2023-08-27,11.9265
2023-08-28,11.9265
2023-08-29,11.9265
2023-08-30,11.9265
2023-08-31,11.9265
2023-09-01,11.9265
2023-09-02,11.9265
2023-09-03,11.9265
2023-09-04,11.9265
2023-09-05,11.9265
2023-09-06,11.9265
2023-09-07,11.9265
2023-09-08,11.9265
2023-09-09,11.9265
2023-09-10,11.9265
2023-09-11,11.9265
2023-09-12,11.9265
2023-09-13,11.9265
2023-09-14,11.9265
2023-09-15,11.9265
2023-09-16,11.9265
2023-09-17,11.9265
2023-09-18,11.9265
2023-09-19,11.9265
2023-09-20,11.9265
2023-09-21,11.9265
2023-09-22,11.9265
2023-09-23,11.9265
2023-09-24,11.9265
2023-09-25,11.9265
2023-09-26,11.9265
2023-09-27,11.9265
2023-09-28,11.9265
2023-09-29,11.9265
2023-09-30,12.9188
2023-10-01,12.9188
2023-10-02,12.9188
2023-10-03,12.9188
2023-10-04,12.9188
2023-10-05,12.9188
2023-10-06,12.9188
2023-10-07,12.9188
2023-10-08,12.9188
2023-10-09,12.9188
2023-10-10,12.9188
2023-10-11,12.9188
2023-10-12,12.9188
2023-10-13,12.9188
2023-10-14,12.9188
2023-10-15,12.9188
2023-10-16,12.9188
2023-10-17,12.9188
2023-10-18,12.9188
2023-10-19,12.9188
2023-10-20,12.9188
2023-10-21,12.9188
2023-10-22,12.9188
2023-10-23,12.9188
2023-10-24,12.9188
2023-10-25,12.9188
2023-10-26,12.9188
2023-10-27,12.9188
2023-10-28,12.9188
2023-10-29,12.9188
2023-10-30,12.9188
2023-10-31,12.9188
2023-11-01,12.9188
2023-11-02,12.9188
2023-11-03,12.9188
2023-11-04,12.9188
2023-11-05,12.9188
2023-11-06,12.9188
2023-11-07,12.9188
2023-11-08,12.9188
2023-11-09,12.9188
2023-11-10,12.9188
2023-11-11,12.9188
2023-11-12,12.9188
2023-11-13,12.9188
2023-11-14,12.9188
2023-11-15,12.9188
2023-11-16,12.9188
2023-11-17,12.9188
2023-11-18,12.9188
2023-11-19,12.9188
2023-11-20,12.9188
2023-11-21,12.9188
2023-11-22,12.9188
2023-11-23,12.9188
2023-11-24,12.9188
2023-11-25,12.9188
2023-11-26,12.9188
2023-11-27,12.9188
2023-11-28,12.9188
2023-11-29,12.9188
2023-11-30,12.9188
2023-12-01,12.9188
2023-12-02,12.9188
2023-12-03,12.9188
2023-12-04,12.9188
2023-12-05,12.9188
2023-12-06,12.9188
2023-12-07,12.9188
2023-12-08,12.9188
2023-12-09,12.9188
2023-12-10,12.9188
2023-12-11,12.9188
2023-12-12,12.9188
2023-12-13,12.9188
2023-12-14,12.9188
2023-12-15,12.9188
2023-12-16,12.9188
2023-12-17,12.9188
2023-12-18,12.9188
2023-12-19,12.9188
2023-12-20,12.9188
2023-12-21,12.9188
2023-12-22,12.9188
2023-12-23,12.9188
2023-12-24,12.9188
2023-12-25,12.9188
2023-12-26,12.9188
2023-12-27,12.9188
2023-12-28,12.9188
2023-12-29,12.9188
2023-12-30,12.9188
2023-12-31,14.3065
2024-01-01,14.3065
2024-01-02,14.3065
2024-01-03,14.3065
2024-01-04,14.3065
2024-01-05,14.3065
2024-01-06,14.3065
2024-01-07,14.3065
2024-01-08,14.3065
2024-01-09,14.3065
2024-01-10,14.3065
2024-01-11,14.3065
2024-01-12,14.3065
2024-01-13,14.3065
2024-01-14,14.3065
2024-01-15,14.3065
2024-01-16,14.3065
2024-01-17,14.3065
2024-01-18,14.3065
2024-01-19,14.3065
2024-01-20,14.3065
2024-01-21,14.3065
2024-01-22,14.3065
2024-01-23,14.3065
2024-01-24,14.3065
2024-01-25,14.3065
2024-01-26,14.3065
2024-01-27,14.3065
2024-01-28,14.3065
2024-01-29,14.3065
2024-01-30,14.3065
2024-01-31,14.3065
2024-02-01,14.3065
2024-02-02,14.3065
2024-02-03,14.3065
2024-02-04,14.3065
2024-02-05,14.3065
2024-02-06,14.3065
2024-02-07,14.3065
2024-02-08,14.3065
2024-02-09,14.3065
2024-02-10,14.3065
2024-02-11,14.3065
2024-02-12,14.3065
2024-02-13,14.3065
2024-02-14,14.3065
2024-02-15,14.3065
2024-02-16,14.3065
2024-02-17,14.3065
2024-02-18,14.3065
2024-02-19,14.3065
2024-02-20,14.3065
2024-02-21,14.3065
2024-02-22,14.3065
2024-02-23,14.3065
2024-02-24,14.3065
2024-02-25,14.3065
2024-02-26,14.3065
2024-02-27,14.3065
2024-02-28,14.3065
2024-02-29,14.3065
2024-03-01,14.3065
2024-03-02,14.3065
2024-03-03,14.3065
2024-03-04,14.3065
2024-03-05,14.3065
2024-03-06,14.3065
2024-03-07,14.3065
2024-03-08,14.3065
2024-03-09,14.3065
2024-03-10,14.3065
2024-03-11,14.3065
2024-03-12,14.3065
2024-03-13,14.3065
2024-03-14,14.3065
2024-03-15,14.3065
2024-03-16,14.3065
2024-03-17,14.3065
2024-03-18,14.3065
2024-03-19,14.3065
2024-03-20,14.3065
2024-03-21,14.3065
2024-03-22,14.3065
2024-03-23,14.3065
2024-03-24,14.3065
2024-03-25,14.3065
2024-03-26,14.3065
2024-03-27,14.3065
2024-03-28,14.3065
2024-03-29,14.3065
2024-03-30,14.3065
2024-03-31,14.3065
2024-04-01,14.3065
2024-04-02,14.3065
2024-04-03,14.3065
2024-04-04,14.3065
2024-04-05,14.3065
2024-04-06,14.3065
2024-04-07,14.3065
2024-04-08,14.3065
