,GPC US Equity
2023-03-02,32.4869
2023-03-03,32.4869
2023-03-04,32.4869
2023-03-05,32.4869
2023-03-06,32.4869
2023-03-07,32.4869
2023-03-08,32.4869
2023-03-09,32.4869
2023-03-10,32.4869
2023-03-11,32.4869
2023-03-12,32.4869
2023-03-13,32.4869
2023-03-14,32.4869
2023-03-15,32.4869
2023-03-16,32.4869
2023-03-17,32.4869
2023-03-18,32.4869
2023-03-19,32.4869
2023-03-20,32.4869
2023-03-21,32.4869
2023-03-22,32.4869
2023-03-23,32.4869
2023-03-24,32.4869
2023-03-25,32.4869
2023-03-26,32.4869
2023-03-27,32.4869
2023-03-28,32.4869
2023-03-29,32.4869
2023-03-30,32.4869
2023-03-31,32.992
2023-04-01,32.992
2023-04-02,32.992
2023-04-03,32.992
2023-04-04,32.992
2023-04-05,32.992
2023-04-06,32.992
2023-04-07,32.992
2023-04-08,32.992
2023-04-09,32.992
2023-04-10,32.992
2023-04-11,32.992
2023-04-12,32.992
2023-04-13,32.992
2023-04-14,32.992
2023-04-15,32.992
2023-04-16,32.992
2023-04-17,32.992
2023-04-18,32.992
2023-04-19,32.992
2023-04-20,32.992
2023-04-21,32.992
2023-04-22,32.992
2023-04-23,32.992
2023-04-24,32.992
2023-04-25,32.992
2023-04-26,32.992
2023-04-27,32.992
2023-04-28,32.992
2023-04-29,32.992
2023-04-30,32.992
2023-05-01,32.992
2023-05-02,32.992
2023-05-03,32.992
2023-05-04,32.992
2023-05-05,32.992
2023-05-06,32.992
2023-05-07,32.992
2023-05-08,32.992
2023-05-09,32.992
2023-05-10,32.992
2023-05-11,32.992
2023-05-12,32.992
2023-05-13,32.992
2023-05-14,32.992
2023-05-15,32.992
2023-05-16,32.992
2023-05-17,32.992
2023-05-18,32.992
2023-05-19,32.992
2023-05-20,32.992
2023-05-21,32.992
2023-05-22,32.992
2023-05-23,32.992
2023-05-24,32.992
2023-05-25,32.992
2023-05-26,32.992
2023-05-27,32.992
2023-05-28,32.992
2023-05-29,32.992
2023-05-30,32.992
2023-05-31,32.992
2023-06-01,32.992
2023-06-02,32.992
2023-06-03,32.992
2023-06-04,32.992
2023-06-05,32.992
2023-06-06,32.992
2023-06-07,32.992
2023-06-08,32.992
2023-06-09,32.992
2023-06-10,32.992
2023-06-11,32.992
2023-06-12,32.992
2023-06-13,32.992
2023-06-14,32.992
2023-06-15,32.992
2023-06-16,32.992
2023-06-17,32.992
2023-06-18,32.992
2023-06-19,32.992
2023-06-20,32.992
2023-06-21,32.992
2023-06-22,32.992
2023-06-23,32.992
2023-06-24,32.992
2023-06-25,32.992
2023-06-26,32.992
2023-06-27,32.992
2023-06-28,32.992
2023-06-29,32.992
2023-06-30,31.4528
2023-07-01,31.4528
2023-07-02,31.4528
2023-07-03,31.4528
2023-07-04,31.4528
2023-07-05,31.4528
2023-07-06,31.4528
2023-07-07,31.4528
2023-07-08,31.4528
2023-07-09,31.4528
2023-07-10,31.4528
2023-07-11,31.4528
2023-07-12,31.4528
2023-07-13,31.4528
2023-07-14,31.4528
2023-07-15,31.4528
2023-07-16,31.4528
2023-07-17,31.4528
2023-07-18,31.4528
2023-07-19,31.4528
2023-07-20,31.4528
2023-07-21,31.4528
2023-07-22,31.4528
2023-07-23,31.4528
2023-07-24,31.4528
2023-07-25,31.4528
2023-07-26,31.4528
2023-07-27,31.4528
2023-07-28,31.4528
2023-07-29,31.4528
2023-07-30,31.4528
2023-07-31,31.4528
2023-08-01,31.4528
2023-08-02,31.4528
2023-08-03,31.4528
2023-08-04,31.4528
2023-08-05,31.4528
2023-08-06,31.4528
2023-08-07,31.4528
2023-08-08,31.4528
2023-08-09,31.4528
2023-08-10,31.4528
2023-08-11,31.4528
2023-08-12,31.4528
2023-08-13,31.4528
2023-08-14,31.4528
2023-08-15,31.4528
2023-08-16,31.4528
2023-08-17,31.4528
2023-08-18,31.4528
2023-08-19,31.4528
2023-08-20,31.4528
2023-08-21,31.4528
2023-08-22,31.4528
2023-08-23,31.4528
2023-08-24,31.4528
2023-08-25,31.4528
2023-08-26,31.4528
2023-08-27,31.4528
2023-08-28,31.4528
2023-08-29,31.4528
2023-08-30,31.4528
2023-08-31,31.4528
2023-09-01,31.4528
2023-09-02,31.4528
2023-09-03,31.4528
2023-09-04,31.4528
2023-09-05,31.4528
2023-09-06,31.4528
2023-09-07,31.4528
2023-09-08,31.4528
2023-09-09,31.4528
2023-09-10,31.4528
2023-09-11,31.4528
2023-09-12,31.4528
2023-09-13,31.4528
2023-09-14,31.4528
2023-09-15,31.4528
2023-09-16,31.4528
2023-09-17,31.4528
2023-09-18,31.4528
2023-09-19,31.4528
2023-09-20,31.4528
2023-09-21,31.4528
2023-09-22,31.4528
2023-09-23,31.4528
2023-09-24,31.4528
2023-09-25,31.4528
2023-09-26,31.4528
2023-09-27,31.4528
2023-09-28,31.4528
2023-09-29,31.4528
2023-09-30,31.8862
2023-10-01,31.8862
2023-10-02,31.8862
2023-10-03,31.8862
2023-10-04,31.8862
2023-10-05,31.8862
2023-10-06,31.8862
2023-10-07,31.8862
2023-10-08,31.8862
2023-10-09,31.8862
2023-10-10,31.8862
2023-10-11,31.8862
2023-10-12,31.8862
2023-10-13,31.8862
2023-10-14,31.8862
2023-10-15,31.8862
2023-10-16,31.8862
2023-10-17,31.8862
2023-10-18,31.8862
2023-10-19,31.8862
2023-10-20,31.8862
2023-10-21,31.8862
2023-10-22,31.8862
2023-10-23,31.8862
2023-10-24,31.8862
2023-10-25,31.8862
2023-10-26,31.8862
2023-10-27,31.8862
2023-10-28,31.8862
2023-10-29,31.8862
2023-10-30,31.8862
2023-10-31,31.8862
2023-11-01,31.8862
2023-11-02,31.8862
2023-11-03,31.8862
2023-11-04,31.8862
2023-11-05,31.8862
2023-11-06,31.8862
2023-11-07,31.8862
2023-11-08,31.8862
2023-11-09,31.8862
2023-11-10,31.8862
2023-11-11,31.8862
2023-11-12,31.8862
2023-11-13,31.8862
2023-11-14,31.8862
2023-11-15,31.8862
2023-11-16,31.8862
2023-11-17,31.8862
2023-11-18,31.8862
2023-11-19,31.8862
2023-11-20,31.8862
2023-11-21,31.8862
2023-11-22,31.8862
2023-11-23,31.8862
2023-11-24,31.8862
2023-11-25,31.8862
2023-11-26,31.8862
2023-11-27,31.8862
2023-11-28,31.8862
2023-11-29,31.8862
2023-11-30,31.8862
2023-12-01,31.8862
2023-12-02,31.8862
2023-12-03,31.8862
2023-12-04,31.8862
2023-12-05,31.8862
2023-12-06,31.8862
2023-12-07,31.8862
2023-12-08,31.8862
2023-12-09,31.8862
2023-12-10,31.8862
2023-12-11,31.8862
2023-12-12,31.8862
2023-12-13,31.8862
2023-12-14,31.8862
2023-12-15,31.8862
2023-12-16,31.8862
2023-12-17,31.8862
2023-12-18,31.8862
2023-12-19,31.8862
2023-12-20,31.8862
2023-12-21,31.8862
2023-12-22,31.8862
2023-12-23,31.8862
2023-12-24,31.8862
2023-12-25,31.8862
2023-12-26,31.8862
2023-12-27,31.8862
2023-12-28,31.8862
2023-12-29,31.8862
2023-12-30,31.8862
2023-12-31,32.144
2024-01-01,32.144
2024-01-02,32.144
2024-01-03,32.144
2024-01-04,32.144
2024-01-05,32.144
2024-01-06,32.144
2024-01-07,32.144
2024-01-08,32.144
2024-01-09,32.144
2024-01-10,32.144
2024-01-11,32.144
2024-01-12,32.144
2024-01-13,32.144
2024-01-14,32.144
2024-01-15,32.144
2024-01-16,32.144
2024-01-17,32.144
2024-01-18,32.144
2024-01-19,32.144
2024-01-20,32.144
2024-01-21,32.144
2024-01-22,32.144
2024-01-23,32.144
2024-01-24,32.144
2024-01-25,32.144
2024-01-26,32.144
2024-01-27,32.144
2024-01-28,32.144
2024-01-29,32.144
2024-01-30,32.144
2024-01-31,32.144
2024-02-01,32.144
2024-02-02,32.144
2024-02-03,32.144
2024-02-04,32.144
2024-02-05,32.144
2024-02-06,32.144
2024-02-07,32.144
2024-02-08,32.144
2024-02-09,32.144
2024-02-10,32.144
2024-02-11,32.144
2024-02-12,32.144
2024-02-13,32.144
2024-02-14,32.144
2024-02-15,32.144
2024-02-16,32.144
2024-02-17,32.144
2024-02-18,32.144
2024-02-19,32.144
2024-02-20,32.144
2024-02-21,32.144
2024-02-22,32.144
2024-02-23,32.144
2024-02-24,32.144
2024-02-25,32.144
2024-02-26,32.144
2024-02-27,32.144
2024-02-28,32.144
2024-02-29,32.144
2024-03-01,32.144
2024-03-02,32.144
2024-03-03,32.144
2024-03-04,32.144
2024-03-05,32.144
2024-03-06,32.144
2024-03-07,32.144
2024-03-08,32.144
2024-03-09,32.144
2024-03-10,32.144
2024-03-11,32.144
2024-03-12,32.144
2024-03-13,32.144
2024-03-14,32.144
2024-03-15,32.144
2024-03-16,32.144
2024-03-17,32.144
2024-03-18,32.144
2024-03-19,32.144
2024-03-20,32.144
2024-03-21,32.144
2024-03-22,32.144
2024-03-23,32.144
2024-03-24,32.144
2024-03-25,32.144
2024-03-26,32.144
2024-03-27,32.144
2024-03-28,32.144
2024-03-29,32.144
2024-03-30,32.144
2024-03-31,32.144
2024-04-01,32.144
2024-04-02,32.144
2024-04-03,32.144
2024-04-04,32.144
2024-04-05,32.144
2024-04-06,32.144
2024-04-07,32.144
2024-04-08,32.144
