,CRI US Equity
2023-03-25,28.2056
2023-03-26,28.2056
2023-03-27,28.2056
2023-03-28,28.2056
2023-03-29,28.2056
2023-03-30,28.2056
2023-03-31,28.2056
2023-04-01,25.0676
2023-04-02,25.0676
2023-04-03,25.0676
2023-04-04,25.0676
2023-04-05,25.0676
2023-04-06,25.0676
2023-04-07,25.0676
2023-04-08,25.0676
2023-04-09,25.0676
2023-04-10,25.0676
2023-04-11,25.0676
2023-04-12,25.0676
2023-04-13,25.0676
2023-04-14,25.0676
2023-04-15,25.0676
2023-04-16,25.0676
2023-04-17,25.0676
2023-04-18,25.0676
2023-04-19,25.0676
2023-04-20,25.0676
2023-04-21,25.0676
2023-04-22,25.0676
2023-04-23,25.0676
2023-04-24,25.0676
2023-04-25,25.0676
2023-04-26,25.0676
2023-04-27,25.0676
2023-04-28,25.0676
2023-04-29,25.0676
2023-04-30,25.0676
2023-05-01,25.0676
2023-05-02,25.0676
2023-05-03,25.0676
2023-05-04,25.0676
2023-05-05,25.0676
2023-05-06,25.0676
2023-05-07,25.0676
2023-05-08,25.0676
2023-05-09,25.0676
2023-05-10,25.0676
2023-05-11,25.0676
2023-05-12,25.0676
2023-05-13,25.0676
2023-05-14,25.0676
2023-05-15,25.0676
2023-05-16,25.0676
2023-05-17,25.0676
2023-05-18,25.0676
2023-05-19,25.0676
2023-05-20,25.0676
2023-05-21,25.0676
2023-05-22,25.0676
2023-05-23,25.0676
2023-05-24,25.0676
2023-05-25,25.0676
2023-05-26,25.0676
2023-05-27,25.0676
2023-05-28,25.0676
2023-05-29,25.0676
2023-05-30,25.0676
2023-05-31,25.0676
2023-06-01,25.0676
2023-06-02,25.0676
2023-06-03,25.0676
2023-06-04,25.0676
2023-06-05,25.0676
2023-06-06,25.0676
2023-06-07,25.0676
2023-06-08,25.0676
2023-06-09,25.0676
2023-06-10,25.0676
2023-06-11,25.0676
2023-06-12,25.0676
2023-06-13,25.0676
2023-06-14,25.0676
2023-06-15,25.0676
2023-06-16,25.0676
2023-06-17,25.0676
2023-06-18,25.0676
2023-06-19,25.0676
2023-06-20,25.0676
2023-06-21,25.0676
2023-06-22,25.0676
2023-06-23,25.0676
2023-06-24,25.0676
2023-06-25,25.0676
2023-06-26,25.0676
2023-06-27,25.0676
2023-06-28,25.0676
2023-06-29,25.0676
2023-06-30,25.0676
2023-07-01,25.2819
2023-07-02,25.2819
2023-07-03,25.2819
2023-07-04,25.2819
2023-07-05,25.2819
2023-07-06,25.2819
2023-07-07,25.2819
2023-07-08,25.2819
2023-07-09,25.2819
2023-07-10,25.2819
2023-07-11,25.2819
2023-07-12,25.2819
2023-07-13,25.2819
2023-07-14,25.2819
2023-07-15,25.2819
2023-07-16,25.2819
2023-07-17,25.2819
2023-07-18,25.2819
2023-07-19,25.2819
2023-07-20,25.2819
2023-07-21,25.2819
2023-07-22,25.2819
2023-07-23,25.2819
2023-07-24,25.2819
2023-07-25,25.2819
2023-07-26,25.2819
2023-07-27,25.2819
2023-07-28,25.2819
2023-07-29,25.2819
2023-07-30,25.2819
2023-07-31,25.2819
2023-08-01,25.2819
2023-08-02,25.2819
2023-08-03,25.2819
2023-08-04,25.2819
2023-08-05,25.2819
2023-08-06,25.2819
2023-08-07,25.2819
2023-08-08,25.2819
2023-08-09,25.2819
2023-08-10,25.2819
2023-08-11,25.2819
2023-08-12,25.2819
2023-08-13,25.2819
2023-08-14,25.2819
2023-08-15,25.2819
2023-08-16,25.2819
2023-08-17,25.2819
2023-08-18,25.2819
2023-08-19,25.2819
2023-08-20,25.2819
2023-08-21,25.2819
2023-08-22,25.2819
2023-08-23,25.2819
2023-08-24,25.2819
2023-08-25,25.2819
2023-08-26,25.2819
2023-08-27,25.2819
2023-08-28,25.2819
2023-08-29,25.2819
2023-08-30,25.2819
2023-08-31,25.2819
2023-09-01,25.2819
2023-09-02,25.2819
2023-09-03,25.2819
2023-09-04,25.2819
2023-09-05,25.2819
2023-09-06,25.2819
2023-09-07,25.2819
2023-09-08,25.2819
2023-09-09,25.2819
2023-09-10,25.2819
2023-09-11,25.2819
2023-09-12,25.2819
2023-09-13,25.2819
2023-09-14,25.2819
2023-09-15,25.2819
2023-09-16,25.2819
2023-09-17,25.2819
2023-09-18,25.2819
2023-09-19,25.2819
2023-09-20,25.2819
2023-09-21,25.2819
2023-09-22,25.2819
2023-09-23,25.2819
2023-09-24,25.2819
2023-09-25,25.2819
2023-09-26,25.2819
2023-09-27,25.2819
2023-09-28,25.2819
2023-09-29,25.2819
2023-09-30,25.7575
2023-10-01,25.7575
2023-10-02,25.7575
2023-10-03,25.7575
2023-10-04,25.7575
2023-10-05,25.7575
2023-10-06,25.7575
2023-10-07,25.7575
2023-10-08,25.7575
2023-10-09,25.7575
2023-10-10,25.7575
2023-10-11,25.7575
2023-10-12,25.7575
2023-10-13,25.7575
2023-10-14,25.7575
2023-10-15,25.7575
2023-10-16,25.7575
2023-10-17,25.7575
2023-10-18,25.7575
2023-10-19,25.7575
2023-10-20,25.7575
2023-10-21,25.7575
2023-10-22,25.7575
2023-10-23,25.7575
2023-10-24,25.7575
2023-10-25,25.7575
2023-10-26,25.7575
2023-10-27,25.7575
2023-10-28,25.7575
2023-10-29,25.7575
2023-10-30,25.7575
2023-10-31,25.7575
2023-11-01,25.7575
2023-11-02,25.7575
2023-11-03,25.7575
2023-11-04,25.7575
2023-11-05,25.7575
2023-11-06,25.7575
2023-11-07,25.7575
2023-11-08,25.7575
2023-11-09,25.7575
2023-11-10,25.7575
2023-11-11,25.7575
2023-11-12,25.7575
2023-11-13,25.7575
2023-11-14,25.7575
2023-11-15,25.7575
2023-11-16,25.7575
2023-11-17,25.7575
2023-11-18,25.7575
2023-11-19,25.7575
2023-11-20,25.7575
2023-11-21,25.7575
2023-11-22,25.7575
2023-11-23,25.7575
2023-11-24,25.7575
2023-11-25,25.7575
2023-11-26,25.7575
2023-11-27,25.7575
2023-11-28,25.7575
2023-11-29,25.7575
2023-11-30,25.7575
2023-12-01,25.7575
2023-12-02,25.7575
2023-12-03,25.7575
2023-12-04,25.7575
2023-12-05,25.7575
2023-12-06,25.7575
2023-12-07,25.7575
2023-12-08,25.7575
2023-12-09,25.7575
2023-12-10,25.7575
2023-12-11,25.7575
2023-12-12,25.7575
2023-12-13,25.7575
2023-12-14,25.7575
2023-12-15,25.7575
2023-12-16,25.7575
2023-12-17,25.7575
2023-12-18,25.7575
2023-12-19,25.7575
2023-12-20,25.7575
2023-12-21,25.7575
2023-12-22,25.7575
2023-12-23,25.7575
2023-12-24,25.7575
2023-12-25,25.7575
2023-12-26,25.7575
2023-12-27,25.7575
2023-12-28,25.7575
2023-12-29,25.7575
2023-12-30,27.7958
2023-12-31,27.7958
2024-01-01,27.7958
2024-01-02,27.7958
2024-01-03,27.7958
2024-01-04,27.7958
2024-01-05,27.7958
2024-01-06,27.7958
2024-01-07,27.7958
2024-01-08,27.7958
2024-01-09,27.7958
2024-01-10,27.7958
2024-01-11,27.7958
2024-01-12,27.7958
2024-01-13,27.7958
2024-01-14,27.7958
2024-01-15,27.7958
2024-01-16,27.7958
2024-01-17,27.7958
2024-01-18,27.7958
2024-01-19,27.7958
2024-01-20,27.7958
2024-01-21,27.7958
2024-01-22,27.7958
2024-01-23,27.7958
2024-01-24,27.7958
2024-01-25,27.7958
2024-01-26,27.7958
2024-01-27,27.7958
2024-01-28,27.7958
2024-01-29,27.7958
2024-01-30,27.7958
2024-01-31,27.7958
2024-02-01,27.7958
2024-02-02,27.7958
2024-02-03,27.7958
2024-02-04,27.7958
2024-02-05,27.7958
2024-02-06,27.7958
2024-02-07,27.7958
2024-02-08,27.7958
2024-02-09,27.7958
2024-02-10,27.7958
2024-02-11,27.7958
2024-02-12,27.7958
2024-02-13,27.7958
2024-02-14,27.7958
2024-02-15,27.7958
2024-02-16,27.7958
2024-02-17,27.7958
2024-02-18,27.7958
2024-02-19,27.7958
2024-02-20,27.7958
2024-02-21,27.7958
2024-02-22,27.7958
2024-02-23,27.7958
2024-02-24,27.7958
2024-02-25,27.7958
2024-02-26,27.7958
2024-02-27,27.7958
2024-02-28,27.7958
2024-02-29,27.7958
2024-03-01,27.7958
2024-03-02,27.7958
2024-03-03,27.7958
2024-03-04,27.7958
2024-03-05,27.7958
2024-03-06,27.7958
2024-03-07,27.7958
2024-03-08,27.7958
2024-03-09,27.7958
2024-03-10,27.7958
2024-03-11,27.7958
2024-03-12,27.7958
2024-03-13,27.7958
2024-03-14,27.7958
2024-03-15,27.7958
2024-03-16,27.7958
2024-03-17,27.7958
2024-03-18,27.7958
2024-03-19,27.7958
2024-03-20,27.7958
2024-03-21,27.7958
2024-03-22,27.7958
2024-03-23,27.7958
2024-03-24,27.7958
2024-03-25,27.7958
2024-03-26,27.7958
2024-03-27,27.7958
2024-03-28,27.7958
2024-03-29,27.7958
2024-03-30,27.7958
2024-03-31,27.7958
2024-04-01,27.7958
2024-04-02,27.7958
2024-04-03,27.7958
2024-04-04,27.7958
2024-04-05,27.7958
2024-04-06,27.7958
2024-04-07,27.7958
2024-04-08,27.7958
