,ORCL US Equity
2021-12-23,158.8147
2021-12-24,158.8147
2021-12-25,158.8147
2021-12-26,158.8147
2021-12-27,158.8147
2021-12-28,158.8147
2021-12-29,158.8147
2021-12-30,158.8147
2021-12-31,158.8147
2022-01-01,158.8147
2022-01-02,158.8147
2022-01-03,158.8147
2022-01-04,158.8147
2022-01-05,158.8147
2022-01-06,158.8147
2022-01-07,158.8147
2022-01-08,158.8147
2022-01-09,158.8147
2022-01-10,158.8147
2022-01-11,158.8147
2022-01-12,158.8147
2022-01-13,158.8147
2022-01-14,158.8147
2022-01-15,158.8147
2022-01-16,158.8147
2022-01-17,158.8147
2022-01-18,158.8147
2022-01-19,158.8147
2022-01-20,158.8147
2022-01-21,158.8147
2022-01-22,158.8147
2022-01-23,158.8147
2022-01-24,158.8147
2022-01-25,158.8147
2022-01-26,158.8147
2022-01-27,158.8147
2022-01-28,158.8147
2022-01-29,158.8147
2022-01-30,158.8147
2022-01-31,158.8147
2022-02-01,158.8147
2022-02-02,158.8147
2022-02-03,158.8147
2022-02-04,158.8147
2022-02-05,158.8147
2022-02-06,158.8147
2022-02-07,158.8147
2022-02-08,158.8147
2022-02-09,158.8147
2022-02-10,158.8147
2022-02-11,158.8147
2022-02-12,158.8147
2022-02-13,158.8147
2022-02-14,158.8147
2022-02-15,158.8147
2022-02-16,158.8147
2022-02-17,158.8147
2022-02-18,158.8147
2022-02-19,158.8147
2022-02-20,158.8147
2022-02-21,158.8147
2022-02-22,158.8147
2022-02-23,158.8147
2022-02-24,158.8147
2022-02-25,158.8147
2022-02-26,158.8147
2022-02-27,158.8147
2022-02-28,158.8147
2022-03-01,158.8147
2022-03-02,158.8147
2022-03-03,158.8147
2022-03-04,158.8147
2022-03-05,158.8147
2022-03-06,158.8147
2022-03-07,158.8147
2022-03-08,158.8147
2022-03-09,158.8147
2022-03-10,158.8147
2022-03-11,158.8147
2022-03-12,158.8147
2022-03-13,158.8147
2022-03-14,158.8147
2022-03-15,158.8147
2022-03-16,158.8147
2022-03-17,158.8147
2022-03-18,158.8147
2022-03-19,158.8147
2022-03-20,158.8147
2022-03-21,158.8147
2022-03-22,158.8147
2022-03-23,158.8147
2022-03-24,158.8147
2022-03-25,158.8147
2022-03-26,158.8147
2022-03-27,158.8147
2022-03-28,158.8147
2022-03-29,158.8147
2022-03-30,158.8147
2022-03-31,158.8147
2022-04-01,158.8147
2022-04-02,158.8147
2022-04-03,158.8147
2022-04-04,158.8147
2022-04-05,158.8147
2022-04-06,158.8147
2022-04-07,158.8147
2022-04-08,158.8147
2022-04-09,158.8147
2022-04-10,158.8147
2022-04-11,158.8147
2022-04-12,158.8147
2022-04-13,158.8147
2022-04-14,158.8147
2022-04-15,158.8147
2022-04-16,158.8147
2022-04-17,158.8147
2022-04-18,158.8147
2022-04-19,158.8147
2022-04-20,158.8147
2022-04-21,158.8147
2022-04-22,158.8147
2022-04-23,158.8147
2022-04-24,158.8147
2022-04-25,158.8147
2022-04-26,158.8147
2022-04-27,158.8147
2022-04-28,158.8147
2022-04-29,158.8147
2022-04-30,158.8147
2022-05-01,158.8147
2022-05-02,158.8147
2022-05-03,158.8147
2022-05-04,158.8147
2022-05-05,158.8147
2022-05-06,158.8147
2022-05-07,158.8147
2022-05-08,158.8147
2022-05-09,158.8147
2022-05-10,158.8147
2022-05-11,158.8147
2022-05-12,158.8147
2022-05-13,158.8147
2022-05-14,158.8147
2022-05-15,158.8147
2022-05-16,158.8147
2022-05-17,158.8147
2022-05-18,158.8147
2022-05-19,158.8147
2022-05-20,158.8147
2022-05-21,158.8147
2022-05-22,158.8147
2022-05-23,158.8147
2022-05-24,158.8147
2022-05-25,158.8147
2022-05-26,158.8147
2022-05-27,158.8147
2022-05-28,158.8147
2022-05-29,158.8147
2022-05-30,158.8147
2022-05-31,158.8147
2022-06-01,158.8147
2022-06-02,158.8147
2022-06-03,158.8147
2022-06-04,158.8147
2022-06-05,158.8147
2022-06-06,158.8147
2022-06-07,158.8147
2022-06-08,158.8147
2022-06-09,158.8147
2022-06-10,158.8147
2022-06-11,158.8147
2022-06-12,158.8147
2022-06-13,158.8147
2022-06-14,158.8147
2022-06-15,158.8147
2022-06-16,158.8147
2022-06-17,158.8147
2022-06-18,158.8147
2022-06-19,158.8147
2022-06-20,158.8147
2022-06-21,158.8147
2022-06-22,158.8147
2022-06-23,158.8147
2022-06-24,158.8147
2022-06-25,158.8147
2022-06-26,158.8147
2022-06-27,158.8147
2022-06-28,158.8147
2022-06-29,158.8147
2022-06-30,158.8147
2022-07-01,158.8147
2022-07-02,158.8147
2022-07-03,158.8147
2022-07-04,158.8147
2022-07-05,158.8147
2022-07-06,158.8147
2022-07-07,158.8147
2022-07-08,158.8147
2022-07-09,158.8147
2022-07-10,158.8147
2022-07-11,158.8147
2022-07-12,158.8147
2022-07-13,158.8147
2022-07-14,158.8147
2022-07-15,158.8147
2022-07-16,158.8147
2022-07-17,158.8147
2022-07-18,158.8147
2022-07-19,158.8147
2022-07-20,158.8147
2022-07-21,158.8147
2022-07-22,158.8147
2022-07-23,158.8147
2022-07-24,158.8147
2022-07-25,158.8147
2022-07-26,158.8147
2022-07-27,158.8147
2022-07-28,158.8147
2022-07-29,158.8147
2022-07-30,158.8147
2022-07-31,158.8147
2022-08-01,158.8147
2022-08-02,158.8147
2022-08-03,158.8147
2022-08-04,158.8147
2022-08-05,158.8147
2022-08-06,158.8147
2022-08-07,158.8147
2022-08-08,158.8147
2022-08-09,158.8147
2022-08-10,158.8147
2022-08-11,158.8147
2022-08-12,158.8147
2022-08-13,158.8147
2022-08-14,158.8147
2022-08-15,158.8147
2022-08-16,158.8147
2022-08-17,158.8147
2022-08-18,158.8147
2022-08-19,158.8147
2022-08-20,158.8147
2022-08-21,158.8147
2022-08-22,158.8147
2022-08-23,158.8147
2022-08-24,158.8147
2022-08-25,158.8147
2022-08-26,158.8147
2022-08-27,158.8147
2022-08-28,158.8147
2022-08-29,158.8147
2022-08-30,158.8147
2022-08-31,158.8147
2022-09-01,158.8147
2022-09-02,158.8147
2022-09-03,158.8147
2022-09-04,158.8147
2022-09-05,158.8147
2022-09-06,158.8147
2022-09-07,158.8147
2022-09-08,158.8147
2022-09-09,158.8147
2022-09-10,158.8147
2022-09-11,158.8147
2022-09-12,158.8147
2022-09-13,158.8147
2022-09-14,158.8147
2022-09-15,158.8147
2022-09-16,158.8147
2022-09-17,158.8147
2022-09-18,158.8147
2022-09-19,158.8147
2022-09-20,158.8147
2022-09-21,158.8147
2022-09-22,158.8147
2022-09-23,158.8147
2022-09-24,158.8147
2022-09-25,158.8147
2022-09-26,158.8147
2022-09-27,158.8147
2022-09-28,158.8147
2022-09-29,158.8147
2022-09-30,158.8147
2022-10-01,158.8147
2022-10-02,158.8147
2022-10-03,158.8147
2022-10-04,158.8147
2022-10-05,158.8147
2022-10-06,158.8147
2022-10-07,158.8147
2022-10-08,158.8147
2022-10-09,158.8147
2022-10-10,158.8147
2022-10-11,158.8147
2022-10-12,158.8147
2022-10-13,158.8147
2022-10-14,158.8147
2022-10-15,158.8147
2022-10-16,158.8147
2022-10-17,158.8147
2022-10-18,158.8147
2022-10-19,158.8147
2022-10-20,158.8147
2022-10-21,158.8147
2022-10-22,158.8147
2022-10-23,158.8147
2022-10-24,158.8147
2022-10-25,158.8147
2022-10-26,158.8147
2022-10-27,158.8147
2022-10-28,158.8147
2022-10-29,158.8147
2022-10-30,158.8147
2022-10-31,158.8147
2022-11-01,158.8147
2022-11-02,158.8147
2022-11-03,158.8147
2022-11-04,158.8147
2022-11-05,158.8147
2022-11-06,158.8147
2022-11-07,158.8147
2022-11-08,158.8147
2022-11-09,158.8147
2022-11-10,158.8147
2022-11-11,158.8147
2022-11-12,158.8147
2022-11-13,158.8147
2022-11-14,158.8147
2022-11-15,158.8147
2022-11-16,158.8147
2022-11-17,158.8147
2022-11-18,158.8147
2022-11-19,158.8147
2022-11-20,158.8147
2022-11-21,158.8147
2022-11-22,158.8147
2022-11-23,158.8147
2022-11-24,158.8147
2022-11-25,158.8147
2022-11-26,158.8147
2022-11-27,158.8147
2022-11-28,158.8147
2022-11-29,158.8147
2022-11-30,158.8147
2022-12-01,158.8147
2022-12-02,158.8147
2022-12-03,158.8147
2022-12-04,158.8147
2022-12-05,158.8147
2022-12-06,158.8147
2022-12-07,158.8147
2022-12-08,158.8147
2022-12-09,158.8147
2022-12-10,158.8147
2022-12-11,158.8147
2022-12-12,158.8147
2022-12-13,158.8147
2022-12-14,158.8147
2022-12-15,158.8147
2022-12-16,158.8147
2022-12-17,158.8147
2022-12-18,158.8147
2022-12-19,158.8147
2022-12-20,158.8147
2022-12-21,158.8147
2022-12-22,158.8147
2022-12-23,158.8147
2022-12-24,158.8147
2022-12-25,158.8147
2022-12-26,158.8147
2022-12-27,158.8147
2022-12-28,158.8147
2022-12-29,158.8147
2022-12-30,158.8147
2022-12-31,158.8147
2023-01-01,158.8147
2023-01-02,158.8147
2023-01-03,158.8147
2023-01-04,158.8147
2023-01-05,158.8147
2023-01-06,158.8147
2023-01-07,158.8147
2023-01-08,158.8147
2023-01-09,158.8147
2023-01-10,158.8147
2023-01-11,158.8147
2023-01-12,158.8147
2023-01-13,158.8147
2023-01-14,158.8147
2023-01-15,158.8147
2023-01-16,158.8147
2023-01-17,158.8147
2023-01-18,158.8147
2023-01-19,158.8147
2023-01-20,158.8147
2023-01-21,158.8147
2023-01-22,158.8147
2023-01-23,158.8147
2023-01-24,158.8147
2023-01-25,158.8147
2023-01-26,158.8147
2023-01-27,158.8147
2023-01-28,158.8147
2023-01-29,158.8147
2023-01-30,158.8147
2023-01-31,158.8147
2023-02-01,158.8147
2023-02-02,158.8147
2023-02-03,158.8147
2023-02-04,158.8147
2023-02-05,158.8147
2023-02-06,158.8147
2023-02-07,158.8147
2023-02-08,158.8147
2023-02-09,158.8147
2023-02-10,158.8147
2023-02-11,158.8147
2023-02-12,158.8147
2023-02-13,158.8147
2023-02-14,158.8147
2023-02-15,158.8147
2023-02-16,158.8147
2023-02-17,158.8147
2023-02-18,158.8147
2023-02-19,158.8147
2023-02-20,158.8147
2023-02-21,158.8147
2023-02-22,158.8147
2023-02-23,158.8147
2023-02-24,158.8147
2023-02-25,158.8147
2023-02-26,158.8147
2023-02-27,158.8147
2023-02-28,158.8147
2023-03-01,158.8147
2023-03-02,158.8147
2023-03-03,158.8147
2023-03-04,158.8147
2023-03-05,158.8147
2023-03-06,158.8147
2023-03-07,158.8147
2023-03-08,158.8147
