,URI US Equity
2023-03-25,32.2531
2023-03-26,32.2531
2023-03-27,32.2531
2023-03-28,32.2531
2023-03-29,32.2531
2023-03-30,32.2531
2023-03-31,33.1315
2023-04-01,33.1315
2023-04-02,33.1315
2023-04-03,33.1315
2023-04-04,33.1315
2023-04-05,33.1315
2023-04-06,33.1315
2023-04-07,33.1315
2023-04-08,33.1315
2023-04-09,33.1315
2023-04-10,33.1315
2023-04-11,33.1315
2023-04-12,33.1315
2023-04-13,33.1315
2023-04-14,33.1315
2023-04-15,33.1315
2023-04-16,33.1315
2023-04-17,33.1315
2023-04-18,33.1315
2023-04-19,33.1315
2023-04-20,33.1315
2023-04-21,33.1315
2023-04-22,33.1315
2023-04-23,33.1315
2023-04-24,33.1315
2023-04-25,33.1315
2023-04-26,33.1315
2023-04-27,33.1315
2023-04-28,33.1315
2023-04-29,33.1315
2023-04-30,33.1315
2023-05-01,33.1315
2023-05-02,33.1315
2023-05-03,33.1315
2023-05-04,33.1315
2023-05-05,33.1315
2023-05-06,33.1315
2023-05-07,33.1315
2023-05-08,33.1315
2023-05-09,33.1315
2023-05-10,33.1315
2023-05-11,33.1315
2023-05-12,33.1315
2023-05-13,33.1315
2023-05-14,33.1315
2023-05-15,33.1315
2023-05-16,33.1315
2023-05-17,33.1315
2023-05-18,33.1315
2023-05-19,33.1315
2023-05-20,33.1315
2023-05-21,33.1315
2023-05-22,33.1315
2023-05-23,33.1315
2023-05-24,33.1315
2023-05-25,33.1315
2023-05-26,33.1315
2023-05-27,33.1315
2023-05-28,33.1315
2023-05-29,33.1315
2023-05-30,33.1315
2023-05-31,33.1315
2023-06-01,33.1315
2023-06-02,33.1315
2023-06-03,33.1315
2023-06-04,33.1315
2023-06-05,33.1315
2023-06-06,33.1315
2023-06-07,33.1315
2023-06-08,33.1315
2023-06-09,33.1315
2023-06-10,33.1315
2023-06-11,33.1315
2023-06-12,33.1315
2023-06-13,33.1315
2023-06-14,33.1315
2023-06-15,33.1315
2023-06-16,33.1315
2023-06-17,33.1315
2023-06-18,33.1315
2023-06-19,33.1315
2023-06-20,33.1315
2023-06-21,33.1315
2023-06-22,33.1315
2023-06-23,33.1315
2023-06-24,33.1315
2023-06-25,33.1315
2023-06-26,33.1315
2023-06-27,33.1315
2023-06-28,33.1315
2023-06-29,33.1315
2023-06-30,33.9822
2023-07-01,33.9822
2023-07-02,33.9822
2023-07-03,33.9822
2023-07-04,33.9822
2023-07-05,33.9822
2023-07-06,33.9822
2023-07-07,33.9822
2023-07-08,33.9822
2023-07-09,33.9822
2023-07-10,33.9822
2023-07-11,33.9822
2023-07-12,33.9822
2023-07-13,33.9822
2023-07-14,33.9822
2023-07-15,33.9822
2023-07-16,33.9822
2023-07-17,33.9822
2023-07-18,33.9822
2023-07-19,33.9822
2023-07-20,33.9822
2023-07-21,33.9822
2023-07-22,33.9822
2023-07-23,33.9822
2023-07-24,33.9822
2023-07-25,33.9822
2023-07-26,33.9822
2023-07-27,33.9822
2023-07-28,33.9822
2023-07-29,33.9822
2023-07-30,33.9822
2023-07-31,33.9822
2023-08-01,33.9822
2023-08-02,33.9822
2023-08-03,33.9822
2023-08-04,33.9822
2023-08-05,33.9822
2023-08-06,33.9822
2023-08-07,33.9822
2023-08-08,33.9822
2023-08-09,33.9822
2023-08-10,33.9822
2023-08-11,33.9822
2023-08-12,33.9822
2023-08-13,33.9822
2023-08-14,33.9822
2023-08-15,33.9822
2023-08-16,33.9822
2023-08-17,33.9822
2023-08-18,33.9822
2023-08-19,33.9822
2023-08-20,33.9822
2023-08-21,33.9822
2023-08-22,33.9822
2023-08-23,33.9822
2023-08-24,33.9822
2023-08-25,33.9822
2023-08-26,33.9822
2023-08-27,33.9822
2023-08-28,33.9822
2023-08-29,33.9822
2023-08-30,33.9822
2023-08-31,33.9822
2023-09-01,33.9822
2023-09-02,33.9822
2023-09-03,33.9822
2023-09-04,33.9822
2023-09-05,33.9822
2023-09-06,33.9822
2023-09-07,33.9822
2023-09-08,33.9822
2023-09-09,33.9822
2023-09-10,33.9822
2023-09-11,33.9822
2023-09-12,33.9822
2023-09-13,33.9822
2023-09-14,33.9822
2023-09-15,33.9822
2023-09-16,33.9822
2023-09-17,33.9822
2023-09-18,33.9822
2023-09-19,33.9822
2023-09-20,33.9822
2023-09-21,33.9822
2023-09-22,33.9822
2023-09-23,33.9822
2023-09-24,33.9822
2023-09-25,33.9822
2023-09-26,33.9822
2023-09-27,33.9822
2023-09-28,33.9822
2023-09-29,33.9822
2023-09-30,33.794
2023-10-01,33.794
2023-10-02,33.794
2023-10-03,33.794
2023-10-04,33.794
2023-10-05,33.794
2023-10-06,33.794
2023-10-07,33.794
2023-10-08,33.794
2023-10-09,33.794
2023-10-10,33.794
2023-10-11,33.794
2023-10-12,33.794
2023-10-13,33.794
2023-10-14,33.794
2023-10-15,33.794
2023-10-16,33.794
2023-10-17,33.794
2023-10-18,33.794
2023-10-19,33.794
2023-10-20,33.794
2023-10-21,33.794
2023-10-22,33.794
2023-10-23,33.794
2023-10-24,33.794
2023-10-25,33.794
2023-10-26,33.794
2023-10-27,33.794
2023-10-28,33.794
2023-10-29,33.794
2023-10-30,33.794
2023-10-31,33.794
2023-11-01,33.794
2023-11-02,33.794
2023-11-03,33.794
2023-11-04,33.794
2023-11-05,33.794
2023-11-06,33.794
2023-11-07,33.794
2023-11-08,33.794
2023-11-09,33.794
2023-11-10,33.794
2023-11-11,33.794
2023-11-12,33.794
2023-11-13,33.794
2023-11-14,33.794
2023-11-15,33.794
2023-11-16,33.794
2023-11-17,33.794
2023-11-18,33.794
2023-11-19,33.794
2023-11-20,33.794
2023-11-21,33.794
2023-11-22,33.794
2023-11-23,33.794
2023-11-24,33.794
2023-11-25,33.794
2023-11-26,33.794
2023-11-27,33.794
2023-11-28,33.794
2023-11-29,33.794
2023-11-30,33.794
2023-12-01,33.794
2023-12-02,33.794
2023-12-03,33.794
2023-12-04,33.794
2023-12-05,33.794
2023-12-06,33.794
2023-12-07,33.794
2023-12-08,33.794
2023-12-09,33.794
2023-12-10,33.794
2023-12-11,33.794
2023-12-12,33.794
2023-12-13,33.794
2023-12-14,33.794
2023-12-15,33.794
2023-12-16,33.794
2023-12-17,33.794
2023-12-18,33.794
2023-12-19,33.794
2023-12-20,33.794
2023-12-21,33.794
2023-12-22,33.794
2023-12-23,33.794
2023-12-24,33.794
2023-12-25,33.794
2023-12-26,33.794
2023-12-27,33.794
2023-12-28,33.794
2023-12-29,33.794
2023-12-30,33.794
2023-12-31,31.9115
2024-01-01,31.9115
2024-01-02,31.9115
2024-01-03,31.9115
2024-01-04,31.9115
2024-01-05,31.9115
2024-01-06,31.9115
2024-01-07,31.9115
2024-01-08,31.9115
2024-01-09,31.9115
2024-01-10,31.9115
2024-01-11,31.9115
2024-01-12,31.9115
2024-01-13,31.9115
2024-01-14,31.9115
2024-01-15,31.9115
2024-01-16,31.9115
2024-01-17,31.9115
2024-01-18,31.9115
2024-01-19,31.9115
2024-01-20,31.9115
2024-01-21,31.9115
2024-01-22,31.9115
2024-01-23,31.9115
2024-01-24,31.9115
2024-01-25,31.9115
2024-01-26,31.9115
2024-01-27,31.9115
2024-01-28,31.9115
2024-01-29,31.9115
2024-01-30,31.9115
2024-01-31,31.9115
2024-02-01,31.9115
2024-02-02,31.9115
2024-02-03,31.9115
2024-02-04,31.9115
2024-02-05,31.9115
2024-02-06,31.9115
2024-02-07,31.9115
2024-02-08,31.9115
2024-02-09,31.9115
2024-02-10,31.9115
2024-02-11,31.9115
2024-02-12,31.9115
2024-02-13,31.9115
2024-02-14,31.9115
2024-02-15,31.9115
2024-02-16,31.9115
2024-02-17,31.9115
2024-02-18,31.9115
2024-02-19,31.9115
2024-02-20,31.9115
2024-02-21,31.9115
2024-02-22,31.9115
2024-02-23,31.9115
2024-02-24,31.9115
2024-02-25,31.9115
2024-02-26,31.9115
2024-02-27,31.9115
2024-02-28,31.9115
2024-02-29,31.9115
2024-03-01,31.9115
2024-03-02,31.9115
2024-03-03,31.9115
2024-03-04,31.9115
2024-03-05,31.9115
2024-03-06,31.9115
2024-03-07,31.9115
2024-03-08,31.9115
2024-03-09,31.9115
2024-03-10,31.9115
2024-03-11,31.9115
2024-03-12,31.9115
2024-03-13,31.9115
2024-03-14,31.9115
2024-03-15,31.9115
2024-03-16,31.9115
2024-03-17,31.9115
2024-03-18,31.9115
2024-03-19,31.9115
2024-03-20,31.9115
2024-03-21,31.9115
2024-03-22,31.9115
2024-03-23,31.9115
2024-03-24,31.9115
2024-03-25,31.9115
2024-03-26,31.9115
2024-03-27,31.9115
2024-03-28,31.9115
2024-03-29,31.9115
2024-03-30,31.9115
2024-03-31,31.9115
2024-04-01,31.9115
2024-04-02,31.9115
2024-04-03,31.9115
2024-04-04,31.9115
2024-04-05,31.9115
2024-04-06,31.9115
2024-04-07,31.9115
2024-04-08,31.9115
