,1812209D US Equity
2023-03-11,66.7614
2023-03-12,66.7614
2023-03-13,66.7614
2023-03-14,66.7614
2023-03-15,66.7614
2023-03-16,66.7614
2023-03-17,66.7614
2023-03-18,66.7614
2023-03-19,66.7614
2023-03-20,66.7614
2023-03-21,66.7614
2023-03-22,66.7614
2023-03-23,66.7614
2023-03-24,66.7614
2023-03-25,66.7614
2023-03-26,66.7614
2023-03-27,66.7614
2023-03-28,66.7614
2023-03-29,66.7614
2023-03-30,66.7614
2023-03-31,66.7614
2023-04-01,66.7614
2023-04-02,66.7614
2023-04-03,66.7614
2023-04-04,66.7614
2023-04-05,66.7614
2023-04-06,66.7614
2023-04-07,66.7614
2023-04-08,66.7614
2023-04-09,66.7614
2023-04-10,66.7614
2023-04-11,66.7614
2023-04-12,66.7614
2023-04-13,66.7614
2023-04-14,66.7614
2023-04-15,66.7614
2023-04-16,66.7614
2023-04-17,66.7614
2023-04-18,66.7614
2023-04-19,66.7614
2023-04-20,66.7614
2023-04-21,66.7614
2023-04-22,66.7614
2023-04-23,66.7614
2023-04-24,66.7614
2023-04-25,66.7614
2023-04-26,66.7614
2023-04-27,66.7614
2023-04-28,66.7614
2023-04-29,66.7614
2023-04-30,66.7614
2023-05-01,66.7614
2023-05-02,66.7614
2023-05-03,66.7614
2023-05-04,66.7614
2023-05-05,66.7614
2023-05-06,66.7614
2023-05-07,66.7614
2023-05-08,66.7614
2023-05-09,66.7614
2023-05-10,66.7614
2023-05-11,66.7614
2023-05-12,66.7614
2023-05-13,66.7614
2023-05-14,66.7614
2023-05-15,66.7614
2023-05-16,66.7614
2023-05-17,66.7614
2023-05-18,66.7614
2023-05-19,66.7614
2023-05-20,66.7614
2023-05-21,66.7614
2023-05-22,66.7614
2023-05-23,66.7614
2023-05-24,66.7614
2023-05-25,66.7614
2023-05-26,66.7614
2023-05-27,66.7614
2023-05-28,66.7614
2023-05-29,66.7614
2023-05-30,66.7614
2023-05-31,66.7614
2023-06-01,66.7614
2023-06-02,66.7614
2023-06-03,66.7614
2023-06-04,66.7614
2023-06-05,66.7614
2023-06-06,66.7614
2023-06-07,66.7614
2023-06-08,66.7614
2023-06-09,66.7614
2023-06-10,66.7614
2023-06-11,66.7614
2023-06-12,66.7614
2023-06-13,66.7614
2023-06-14,66.7614
2023-06-15,66.7614
2023-06-16,66.7614
2023-06-17,66.7614
2023-06-18,66.7614
2023-06-19,66.7614
2023-06-20,66.7614
2023-06-21,66.7614
2023-06-22,66.7614
2023-06-23,66.7614
2023-06-24,66.7614
2023-06-25,66.7614
2023-06-26,66.7614
2023-06-27,66.7614
2023-06-28,66.7614
2023-06-29,66.7614
2023-06-30,66.7614
2023-07-01,66.7614
2023-07-02,66.7614
2023-07-03,66.7614
2023-07-04,66.7614
2023-07-05,66.7614
2023-07-06,66.7614
2023-07-07,66.7614
2023-07-08,66.7614
2023-07-09,66.7614
2023-07-10,66.7614
2023-07-11,66.7614
2023-07-12,66.7614
2023-07-13,66.7614
2023-07-14,66.7614
2023-07-15,66.7614
2023-07-16,66.7614
2023-07-17,66.7614
2023-07-18,66.7614
2023-07-19,66.7614
2023-07-20,66.7614
2023-07-21,66.7614
2023-07-22,66.7614
2023-07-23,66.7614
2023-07-24,66.7614
2023-07-25,66.7614
2023-07-26,66.7614
2023-07-27,66.7614
2023-07-28,66.7614
2023-07-29,66.7614
2023-07-30,66.7614
2023-07-31,66.7614
2023-08-01,66.7614
2023-08-02,66.7614
2023-08-03,66.7614
2023-08-04,66.7614
2023-08-05,66.7614
2023-08-06,66.7614
2023-08-07,66.7614
2023-08-08,66.7614
2023-08-09,66.7614
2023-08-10,66.7614
2023-08-11,66.7614
2023-08-12,66.7614
2023-08-13,66.7614
2023-08-14,66.7614
2023-08-15,66.7614
2023-08-16,66.7614
2023-08-17,66.7614
2023-08-18,66.7614
2023-08-19,66.7614
2023-08-20,66.7614
2023-08-21,66.7614
2023-08-22,66.7614
2023-08-23,66.7614
2023-08-24,66.7614
2023-08-25,66.7614
2023-08-26,66.7614
2023-08-27,66.7614
2023-08-28,66.7614
2023-08-29,66.7614
2023-08-30,66.7614
2023-08-31,66.7614
2023-09-01,66.7614
2023-09-02,66.7614
2023-09-03,66.7614
2023-09-04,66.7614
2023-09-05,66.7614
2023-09-06,66.7614
2023-09-07,66.7614
2023-09-08,66.7614
2023-09-09,66.7614
2023-09-10,66.7614
2023-09-11,66.7614
2023-09-12,66.7614
2023-09-13,66.7614
2023-09-14,66.7614
2023-09-15,66.7614
2023-09-16,66.7614
2023-09-17,66.7614
2023-09-18,66.7614
2023-09-19,66.7614
2023-09-20,66.7614
2023-09-21,66.7614
2023-09-22,66.7614
2023-09-23,66.7614
2023-09-24,66.7614
2023-09-25,66.7614
2023-09-26,66.7614
2023-09-27,66.7614
2023-09-28,66.7614
2023-09-29,66.7614
2023-09-30,66.7614
2023-10-01,66.7614
2023-10-02,66.7614
2023-10-03,66.7614
2023-10-04,66.7614
2023-10-05,66.7614
2023-10-06,66.7614
2023-10-07,66.7614
2023-10-08,66.7614
2023-10-09,66.7614
2023-10-10,66.7614
2023-10-11,66.7614
2023-10-12,66.7614
2023-10-13,66.7614
2023-10-14,66.7614
2023-10-15,66.7614
2023-10-16,66.7614
2023-10-17,66.7614
2023-10-18,66.7614
2023-10-19,66.7614
2023-10-20,66.7614
2023-10-21,66.7614
2023-10-22,66.7614
2023-10-23,66.7614
2023-10-24,66.7614
2023-10-25,66.7614
2023-10-26,66.7614
2023-10-27,66.7614
2023-10-28,66.7614
2023-10-29,66.7614
2023-10-30,66.7614
2023-10-31,66.7614
2023-11-01,66.7614
2023-11-02,66.7614
2023-11-03,66.7614
2023-11-04,66.7614
2023-11-05,66.7614
2023-11-06,66.7614
2023-11-07,66.7614
2023-11-08,66.7614
2023-11-09,66.7614
2023-11-10,66.7614
2023-11-11,66.7614
2023-11-12,66.7614
2023-11-13,66.7614
2023-11-14,66.7614
2023-11-15,66.7614
2023-11-16,66.7614
2023-11-17,66.7614
2023-11-18,66.7614
2023-11-19,66.7614
2023-11-20,66.7614
2023-11-21,66.7614
2023-11-22,66.7614
2023-11-23,66.7614
2023-11-24,66.7614
2023-11-25,66.7614
2023-11-26,66.7614
2023-11-27,66.7614
2023-11-28,66.7614
2023-11-29,66.7614
2023-11-30,66.7614
2023-12-01,66.7614
2023-12-02,66.7614
2023-12-03,66.7614
2023-12-04,66.7614
2023-12-05,66.7614
2023-12-06,66.7614
2023-12-07,66.7614
2023-12-08,66.7614
2023-12-09,66.7614
2023-12-10,66.7614
2023-12-11,66.7614
2023-12-12,66.7614
2023-12-13,66.7614
2023-12-14,66.7614
2023-12-15,66.7614
2023-12-16,66.7614
2023-12-17,66.7614
2023-12-18,66.7614
2023-12-19,66.7614
2023-12-20,66.7614
2023-12-21,66.7614
2023-12-22,66.7614
2023-12-23,66.7614
2023-12-24,66.7614
2023-12-25,66.7614
2023-12-26,66.7614
2023-12-27,66.7614
2023-12-28,66.7614
2023-12-29,66.7614
2023-12-30,66.7614
2023-12-31,66.7614
2024-01-01,66.7614
2024-01-02,66.7614
2024-01-03,66.7614
2024-01-04,66.7614
2024-01-05,66.7614
2024-01-06,66.7614
2024-01-07,66.7614
2024-01-08,66.7614
2024-01-09,66.7614
2024-01-10,66.7614
2024-01-11,66.7614
2024-01-12,66.7614
2024-01-13,66.7614
2024-01-14,66.7614
2024-01-15,66.7614
2024-01-16,66.7614
2024-01-17,66.7614
2024-01-18,66.7614
2024-01-19,66.7614
2024-01-20,66.7614
2024-01-21,66.7614
2024-01-22,66.7614
2024-01-23,66.7614
2024-01-24,66.7614
2024-01-25,66.7614
2024-01-26,66.7614
2024-01-27,66.7614
2024-01-28,66.7614
2024-01-29,66.7614
2024-01-30,66.7614
2024-01-31,66.7614
2024-02-01,66.7614
2024-02-02,66.7614
2024-02-03,66.7614
2024-02-04,66.7614
2024-02-05,66.7614
2024-02-06,66.7614
2024-02-07,66.7614
2024-02-08,66.7614
2024-02-09,66.7614
2024-02-10,66.7614
2024-02-11,66.7614
2024-02-12,66.7614
2024-02-13,66.7614
2024-02-14,66.7614
2024-02-15,66.7614
2024-02-16,66.7614
2024-02-17,66.7614
2024-02-18,66.7614
2024-02-19,66.7614
2024-02-20,66.7614
2024-02-21,66.7614
2024-02-22,66.7614
2024-02-23,66.7614
2024-02-24,66.7614
2024-02-25,66.7614
2024-02-26,66.7614
2024-02-27,66.7614
2024-02-28,66.7614
2024-02-29,66.7614
2024-03-01,66.7614
2024-03-02,66.7614
2024-03-03,66.7614
2024-03-04,66.7614
2024-03-05,66.7614
2024-03-06,66.7614
2024-03-07,66.7614
2024-03-08,66.7614
2024-03-09,66.7614
2024-03-10,66.7614
2024-03-11,66.7614
2024-03-12,66.7614
2024-03-13,66.7614
2024-03-14,66.7614
2024-03-15,66.7614
2024-03-16,66.7614
2024-03-17,66.7614
2024-03-18,66.7614
2024-03-19,66.7614
2024-03-20,66.7614
2024-03-21,66.7614
2024-03-22,66.7614
2024-03-23,66.7614
2024-03-24,66.7614
2024-03-25,66.7614
2024-03-26,66.7614
2024-03-27,66.7614
2024-03-28,66.7614
2024-03-29,66.7614
2024-03-30,66.7614
2024-03-31,66.7614
2024-04-01,66.7614
2024-04-02,66.7614
2024-04-03,66.7614
2024-04-04,66.7614
2024-04-05,66.7614
2024-04-06,66.7614
2024-04-07,66.7614
2024-04-08,66.7614
