,HMTV US Equity
2023-03-16,48.4833
2023-03-17,48.4833
2023-03-18,48.4833
2023-03-19,48.4833
2023-03-20,48.4833
2023-03-21,48.4833
2023-03-22,48.4833
2023-03-23,48.4833
2023-03-24,48.4833
2023-03-25,48.4833
2023-03-26,48.4833
2023-03-27,48.4833
2023-03-28,48.4833
2023-03-29,48.4833
2023-03-30,48.4833
2023-03-31,48.4833
2023-04-01,48.4833
2023-04-02,48.4833
2023-04-03,48.4833
2023-04-04,48.4833
2023-04-05,48.4833
2023-04-06,48.4833
2023-04-07,48.4833
2023-04-08,48.4833
2023-04-09,48.4833
2023-04-10,48.4833
2023-04-11,48.4833
2023-04-12,48.4833
2023-04-13,48.4833
2023-04-14,48.4833
2023-04-15,48.4833
2023-04-16,48.4833
2023-04-17,48.4833
2023-04-18,48.4833
2023-04-19,48.4833
2023-04-20,48.4833
2023-04-21,48.4833
2023-04-22,48.4833
2023-04-23,48.4833
2023-04-24,48.4833
2023-04-25,48.4833
2023-04-26,48.4833
2023-04-27,48.4833
2023-04-28,48.4833
2023-04-29,48.4833
2023-04-30,48.4833
2023-05-01,48.4833
2023-05-02,48.4833
2023-05-03,48.4833
2023-05-04,48.4833
2023-05-05,48.4833
2023-05-06,48.4833
2023-05-07,48.4833
2023-05-08,48.4833
2023-05-09,48.4833
2023-05-10,48.4833
2023-05-11,48.4833
2023-05-12,48.4833
2023-05-13,48.4833
2023-05-14,48.4833
2023-05-15,48.4833
2023-05-16,48.4833
2023-05-17,48.4833
2023-05-18,48.4833
2023-05-19,48.4833
2023-05-20,48.4833
2023-05-21,48.4833
2023-05-22,48.4833
2023-05-23,48.4833
2023-05-24,48.4833
2023-05-25,48.4833
2023-05-26,48.4833
2023-05-27,48.4833
2023-05-28,48.4833
2023-05-29,48.4833
2023-05-30,48.4833
2023-05-31,48.4833
2023-06-01,48.4833
2023-06-02,48.4833
2023-06-03,48.4833
2023-06-04,48.4833
2023-06-05,48.4833
2023-06-06,48.4833
2023-06-07,48.4833
2023-06-08,48.4833
2023-06-09,48.4833
2023-06-10,48.4833
2023-06-11,48.4833
2023-06-12,48.4833
2023-06-13,48.4833
2023-06-14,48.4833
2023-06-15,48.4833
2023-06-16,48.4833
2023-06-17,48.4833
2023-06-18,48.4833
2023-06-19,48.4833
2023-06-20,48.4833
2023-06-21,48.4833
2023-06-22,48.4833
2023-06-23,48.4833
2023-06-24,48.4833
2023-06-25,48.4833
2023-06-26,48.4833
2023-06-27,48.4833
2023-06-28,48.4833
2023-06-29,48.4833
2023-06-30,48.4833
2023-07-01,48.4833
2023-07-02,48.4833
2023-07-03,48.4833
2023-07-04,48.4833
2023-07-05,48.4833
2023-07-06,48.4833
2023-07-07,48.4833
2023-07-08,48.4833
2023-07-09,48.4833
2023-07-10,48.4833
2023-07-11,48.4833
2023-07-12,48.4833
2023-07-13,48.4833
2023-07-14,48.4833
2023-07-15,48.4833
2023-07-16,48.4833
2023-07-17,48.4833
2023-07-18,48.4833
2023-07-19,48.4833
2023-07-20,48.4833
2023-07-21,48.4833
2023-07-22,48.4833
2023-07-23,48.4833
2023-07-24,48.4833
2023-07-25,48.4833
2023-07-26,48.4833
2023-07-27,48.4833
2023-07-28,48.4833
2023-07-29,48.4833
2023-07-30,48.4833
2023-07-31,48.4833
2023-08-01,48.4833
2023-08-02,48.4833
2023-08-03,48.4833
2023-08-04,48.4833
2023-08-05,48.4833
2023-08-06,48.4833
2023-08-07,48.4833
2023-08-08,48.4833
2023-08-09,48.4833
2023-08-10,48.4833
2023-08-11,48.4833
2023-08-12,48.4833
2023-08-13,48.4833
2023-08-14,48.4833
2023-08-15,48.4833
2023-08-16,48.4833
2023-08-17,48.4833
2023-08-18,48.4833
2023-08-19,48.4833
2023-08-20,48.4833
2023-08-21,48.4833
2023-08-22,48.4833
2023-08-23,48.4833
2023-08-24,48.4833
2023-08-25,48.4833
2023-08-26,48.4833
2023-08-27,48.4833
2023-08-28,48.4833
2023-08-29,48.4833
2023-08-30,48.4833
2023-08-31,48.4833
2023-09-01,48.4833
2023-09-02,48.4833
2023-09-03,48.4833
2023-09-04,48.4833
2023-09-05,48.4833
2023-09-06,48.4833
2023-09-07,48.4833
2023-09-08,48.4833
2023-09-09,48.4833
2023-09-10,48.4833
2023-09-11,48.4833
2023-09-12,48.4833
2023-09-13,48.4833
2023-09-14,48.4833
2023-09-15,48.4833
2023-09-16,48.4833
2023-09-17,48.4833
2023-09-18,48.4833
2023-09-19,48.4833
2023-09-20,48.4833
2023-09-21,48.4833
2023-09-22,48.4833
2023-09-23,48.4833
2023-09-24,48.4833
2023-09-25,48.4833
2023-09-26,48.4833
2023-09-27,48.4833
2023-09-28,48.4833
2023-09-29,48.4833
2023-09-30,48.4833
2023-10-01,48.4833
2023-10-02,48.4833
2023-10-03,48.4833
2023-10-04,48.4833
2023-10-05,48.4833
2023-10-06,48.4833
2023-10-07,48.4833
2023-10-08,48.4833
2023-10-09,48.4833
2023-10-10,48.4833
2023-10-11,48.4833
2023-10-12,48.4833
2023-10-13,48.4833
2023-10-14,48.4833
2023-10-15,48.4833
2023-10-16,48.4833
2023-10-17,48.4833
2023-10-18,48.4833
2023-10-19,48.4833
2023-10-20,48.4833
2023-10-21,48.4833
2023-10-22,48.4833
2023-10-23,48.4833
2023-10-24,48.4833
2023-10-25,48.4833
2023-10-26,48.4833
2023-10-27,48.4833
2023-10-28,48.4833
2023-10-29,48.4833
2023-10-30,48.4833
2023-10-31,48.4833
2023-11-01,48.4833
2023-11-02,48.4833
2023-11-03,48.4833
2023-11-04,48.4833
2023-11-05,48.4833
2023-11-06,48.4833
2023-11-07,48.4833
2023-11-08,48.4833
2023-11-09,48.4833
2023-11-10,48.4833
2023-11-11,48.4833
2023-11-12,48.4833
2023-11-13,48.4833
2023-11-14,48.4833
2023-11-15,48.4833
2023-11-16,48.4833
2023-11-17,48.4833
2023-11-18,48.4833
2023-11-19,48.4833
2023-11-20,48.4833
2023-11-21,48.4833
2023-11-22,48.4833
2023-11-23,48.4833
2023-11-24,48.4833
2023-11-25,48.4833
2023-11-26,48.4833
2023-11-27,48.4833
2023-11-28,48.4833
2023-11-29,48.4833
2023-11-30,48.4833
2023-12-01,48.4833
2023-12-02,48.4833
2023-12-03,48.4833
2023-12-04,48.4833
2023-12-05,48.4833
2023-12-06,48.4833
2023-12-07,48.4833
2023-12-08,48.4833
2023-12-09,48.4833
2023-12-10,48.4833
2023-12-11,48.4833
2023-12-12,48.4833
2023-12-13,48.4833
2023-12-14,48.4833
2023-12-15,48.4833
2023-12-16,48.4833
2023-12-17,48.4833
2023-12-18,48.4833
2023-12-19,48.4833
2023-12-20,48.4833
2023-12-21,48.4833
2023-12-22,48.4833
2023-12-23,48.4833
2023-12-24,48.4833
2023-12-25,48.4833
2023-12-26,48.4833
2023-12-27,48.4833
2023-12-28,48.4833
2023-12-29,48.4833
2023-12-30,48.4833
2023-12-31,48.4833
2024-01-01,48.4833
2024-01-02,48.4833
2024-01-03,48.4833
2024-01-04,48.4833
2024-01-05,48.4833
2024-01-06,48.4833
2024-01-07,48.4833
2024-01-08,48.4833
2024-01-09,48.4833
2024-01-10,48.4833
2024-01-11,48.4833
2024-01-12,48.4833
2024-01-13,48.4833
2024-01-14,48.4833
2024-01-15,48.4833
2024-01-16,48.4833
2024-01-17,48.4833
2024-01-18,48.4833
2024-01-19,48.4833
2024-01-20,48.4833
2024-01-21,48.4833
2024-01-22,48.4833
2024-01-23,48.4833
2024-01-24,48.4833
2024-01-25,48.4833
2024-01-26,48.4833
2024-01-27,48.4833
2024-01-28,48.4833
2024-01-29,48.4833
2024-01-30,48.4833
2024-01-31,48.4833
2024-02-01,48.4833
2024-02-02,48.4833
2024-02-03,48.4833
2024-02-04,48.4833
2024-02-05,48.4833
2024-02-06,48.4833
2024-02-07,48.4833
2024-02-08,48.4833
2024-02-09,48.4833
2024-02-10,48.4833
2024-02-11,48.4833
2024-02-12,48.4833
2024-02-13,48.4833
2024-02-14,48.4833
2024-02-15,48.4833
2024-02-16,48.4833
2024-02-17,48.4833
2024-02-18,48.4833
2024-02-19,48.4833
2024-02-20,48.4833
2024-02-21,48.4833
2024-02-22,48.4833
2024-02-23,48.4833
2024-02-24,48.4833
2024-02-25,48.4833
2024-02-26,48.4833
2024-02-27,48.4833
2024-02-28,48.4833
2024-02-29,48.4833
2024-03-01,48.4833
2024-03-02,48.4833
2024-03-03,48.4833
2024-03-04,48.4833
2024-03-05,48.4833
2024-03-06,48.4833
2024-03-07,48.4833
2024-03-08,48.4833
2024-03-09,48.4833
2024-03-10,48.4833
2024-03-11,48.4833
2024-03-12,48.4833
2024-03-13,48.4833
2024-03-14,48.4833
2024-03-15,48.4833
2024-03-16,48.4833
2024-03-17,48.4833
2024-03-18,48.4833
2024-03-19,48.4833
2024-03-20,48.4833
2024-03-21,48.4833
2024-03-22,48.4833
2024-03-23,48.4833
2024-03-24,48.4833
2024-03-25,48.4833
2024-03-26,48.4833
2024-03-27,48.4833
2024-03-28,48.4833
2024-03-29,48.4833
2024-03-30,48.4833
2024-03-31,48.4833
2024-04-01,48.4833
2024-04-02,48.4833
2024-04-03,48.4833
2024-04-04,48.4833
2024-04-05,48.4833
2024-04-06,48.4833
2024-04-07,48.4833
2024-04-08,48.4833
