,AVNT US Equity
,BEST_DIV_YLD
2020-01-01,3.038
2020-01-02,3.038
2020-01-03,3.038
2020-01-04,3.038
2020-01-05,3.038
2020-01-06,3.038
2020-01-07,3.038
2020-01-08,3.038
2020-01-09,3.038
2020-01-10,3.038
2020-01-11,3.038
2020-01-12,3.038
2020-01-13,3.038
2020-01-14,3.038
2020-01-15,3.038
2020-01-16,3.038
2020-01-17,3.038
2020-01-18,3.038
2020-01-19,3.038
2020-01-20,3.038
2020-01-21,3.038
2020-01-22,3.038
2020-01-23,3.038
2020-01-24,3.038
2020-01-25,3.038
2020-01-26,3.038
2020-01-27,3.038
2020-01-28,3.038
2020-01-29,3.038
2020-01-30,3.038
2020-01-31,3.038
2020-02-01,3.038
2020-02-02,3.038
2020-02-03,3.038
2020-02-04,3.038
2020-02-05,3.038
2020-02-06,3.038
2020-02-07,3.038
2020-02-08,3.038
2020-02-09,3.038
2020-02-10,3.038
2020-02-11,3.038
2020-02-12,3.038
2020-02-13,3.038
2020-02-14,3.038
2020-02-15,3.038
2020-02-16,3.038
2020-02-17,3.038
2020-02-18,3.038
2020-02-19,3.038
2020-02-20,3.038
2020-02-21,3.038
2020-02-22,3.038
2020-02-23,3.038
2020-02-24,3.038
2020-02-25,3.038
2020-02-26,3.038
2020-02-27,3.038
2020-02-28,3.038
2020-02-29,3.038
2020-03-01,3.038
2020-03-02,3.038
2020-03-03,3.038
2020-03-04,3.038
2020-03-05,3.038
2020-03-06,3.038
2020-03-07,3.038
2020-03-08,3.038
2020-03-09,3.038
2020-03-10,3.038
2020-03-11,3.038
2020-03-12,3.038
2020-03-13,3.038
2020-03-14,3.038
2020-03-15,3.038
2020-03-16,3.038
2020-03-17,3.038
2020-03-18,3.038
2020-03-19,3.038
2020-03-20,3.038
2020-03-21,3.038
2020-03-22,3.038
2020-03-23,3.038
2020-03-24,3.038
2020-03-25,3.038
2020-03-26,3.038
2020-03-27,3.038
2020-03-28,3.038
2020-03-29,3.038
2020-03-30,3.038
2020-03-31,3.038
2020-04-01,3.038
2020-04-02,3.038
2020-04-03,3.038
2020-04-04,3.038
2020-04-05,3.038
2020-04-06,3.038
2020-04-07,3.038
2020-04-08,3.038
2020-04-09,3.038
2020-04-10,3.038
2020-04-11,3.038
2020-04-12,3.038
2020-04-13,3.038
2020-04-14,3.038
2020-04-15,3.038
2020-04-16,3.038
2020-04-17,3.038
2020-04-18,3.038
2020-04-19,3.038
2020-04-20,3.038
2020-04-21,3.038
2020-04-22,3.038
2020-04-23,3.038
2020-04-24,3.038
2020-04-25,3.038
2020-04-26,3.038
2020-04-27,3.038
2020-04-28,3.038
2020-04-29,3.038
2020-04-30,3.038
2020-05-01,3.038
2020-05-02,3.038
2020-05-03,3.038
2020-05-04,3.038
2020-05-05,3.038
2020-05-06,3.038
2020-05-07,3.038
2020-05-08,3.038
2020-05-09,3.038
2020-05-10,3.038
2020-05-11,3.038
2020-05-12,3.038
2020-05-13,3.038
2020-05-14,3.038
2020-05-15,3.038
2020-05-16,3.038
2020-05-17,3.038
2020-05-18,3.038
2020-05-19,3.038
2020-05-20,3.038
2020-05-21,3.038
2020-05-22,3.038
2020-05-23,3.038
2020-05-24,3.038
2020-05-25,3.038
2020-05-26,3.038
2020-05-27,3.038
2020-05-28,3.038
2020-05-29,3.038
2020-05-30,3.038
2020-05-31,3.038
2020-06-01,3.038
2020-06-02,3.038
2020-06-03,3.038
2020-06-04,3.038
2020-06-05,3.038
2020-06-06,3.038
2020-06-07,3.038
2020-06-08,3.038
2020-06-09,3.038
2020-06-10,3.038
2020-06-11,3.038
2020-06-12,3.038
2020-06-13,3.038
2020-06-14,3.038
2020-06-15,3.038
2020-06-16,3.038
2020-06-17,3.038
2020-06-18,3.038
