Column Name,Index
Unnamed: 0 OPEN,0
BMA AR Equity OPEN,1
BMA AR Equity HIGH,2
BMA AR Equity LOW,3
BMA AR Equity LAST,4
BMA AR Equity VOLUME,5
GGAL AR Equity OPEN,6
GGAL AR Equity HIGH,7
GGAL AR Equity LOW,8
GGAL AR Equity LAST,9
GGAL AR Equity VOLUME,10
PAMP AR Equity OPEN,11
PAMP AR Equity HIGH,12
PAMP AR Equity LOW,13
PAMP AR Equity LAST,14
PAMP AR Equity VOLUME,15
TGSU2 AR Equity OPEN,16
TGSU2 AR Equity HIGH,17
TGSU2 AR Equity LOW,18
TGSU2 AR Equity LAST,19
TGSU2 AR Equity VOLUME,20
CIM AU Equity OPEN,21
CIM AU Equity HIGH,22
CIM AU Equity LOW,23
CIM AU Equity LAST,24
CIM AU Equity VOLUME,25
MFG AU Equity OPEN,26
MFG AU Equity HIGH,27
MFG AU Equity LOW,28
MFG AU Equity LAST,29
MFG AU Equity VOLUME,30
RIO AU Equity OPEN,31
RIO AU Equity HIGH,32
RIO AU Equity LOW,33
RIO AU Equity LAST,34
RIO AU Equity VOLUME,35
OMV AV Equity OPEN,36
OMV AV Equity HIGH,37
OMV AV Equity LOW,38
OMV AV Equity LAST,39
OMV AV Equity VOLUME,40
WDP BB Equity OPEN,41
WDP BB Equity HIGH,42
WDP BB Equity LOW,43
WDP BB Equity LAST,44
WDP BB Equity VOLUME,45
NTB BH Equity OPEN,46
NTB BH Equity HIGH,47
NTB BH Equity LOW,48
NTB BH Equity LAST,49
NTB BH Equity VOLUME,50
BBAS3 BZ Equity OPEN,51
BBAS3 BZ Equity HIGH,52
BBAS3 BZ Equity LOW,53
BBAS3 BZ Equity LAST,54
BBAS3 BZ Equity VOLUME,55
BBSE3 BZ Equity OPEN,56
BBSE3 BZ Equity HIGH,57
BBSE3 BZ Equity LOW,58
BBSE3 BZ Equity LAST,59
BBSE3 BZ Equity VOLUME,60
BRSR6 BZ Equity OPEN,61
BRSR6 BZ Equity HIGH,62
BRSR6 BZ Equity LOW,63
BRSR6 BZ Equity LAST,64
BRSR6 BZ Equity VOLUME,65
CSAN3 BZ Equity OPEN,66
CSAN3 BZ Equity HIGH,67
CSAN3 BZ Equity LOW,68
CSAN3 BZ Equity LAST,69
CSAN3 BZ Equity VOLUME,70
EGIE3 BZ Equity OPEN,71
EGIE3 BZ Equity HIGH,72
EGIE3 BZ Equity LOW,73
EGIE3 BZ Equity LAST,74
EGIE3 BZ Equity VOLUME,75
EQTL3 BZ Equity OPEN,76
EQTL3 BZ Equity HIGH,77
EQTL3 BZ Equity LOW,78
EQTL3 BZ Equity LAST,79
EQTL3 BZ Equity VOLUME,80
LIGT3 BZ Equity OPEN,81
LIGT3 BZ Equity HIGH,82
LIGT3 BZ Equity LOW,83
LIGT3 BZ Equity LAST,84
LIGT3 BZ Equity VOLUME,85
TAEE11 BZ Equity OPEN,86
TAEE11 BZ Equity HIGH,87
TAEE11 BZ Equity LOW,88
TAEE11 BZ Equity LAST,89
TAEE11 BZ Equity VOLUME,90
TRPL4 BZ Equity OPEN,91
TRPL4 BZ Equity HIGH,92
TRPL4 BZ Equity LOW,93
TRPL4 BZ Equity LAST,94
TRPL4 BZ Equity VOLUME,95
VBBR3 BZ Equity OPEN,96
VBBR3 BZ Equity HIGH,97
VBBR3 BZ Equity LOW,98
VBBR3 BZ Equity LAST,99
VBBR3 BZ Equity VOLUME,100
ECOPETL CB Equity OPEN,101
ECOPETL CB Equity HIGH,102
ECOPETL CB Equity LOW,103
ECOPETL CB Equity LAST,104
ECOPETL CB Equity VOLUME,105
SALMOCAM CI Equity OPEN,106
SALMOCAM CI Equity HIGH,107
SALMOCAM CI Equity LOW,108
SALMOCAM CI Equity LAST,109
SALMOCAM CI Equity VOLUME,110
CIX CN Equity OPEN,111
CIX CN Equity HIGH,112
CIX CN Equity LOW,113
CIX CN Equity LAST,114
CIX CN Equity VOLUME,115
ERO CN Equity OPEN,116
ERO CN Equity HIGH,117
ERO CN Equity LOW,118
ERO CN Equity LAST,119
ERO CN Equity VOLUME,120
KL CN Equity OPEN,121
KL CN Equity HIGH,122
KL CN Equity LOW,123
KL CN Equity LAST,124
KL CN Equity VOLUME,125
LIF CN Equity OPEN,126
LIF CN Equity HIGH,127
LIF CN Equity LOW,128
LIF CN Equity LAST,129
LIF CN Equity VOLUME,130
MG CN Equity OPEN,131
MG CN Equity HIGH,132
MG CN Equity LOW,133
MG CN Equity LAST,134
MG CN Equity VOLUME,135
NPI CN Equity OPEN,136
NPI CN Equity HIGH,137
NPI CN Equity LOW,138
NPI CN Equity LAST,139
NPI CN Equity VOLUME,140
NOVOB DC Equity OPEN,141
NOVOB DC Equity HIGH,142
NOVOB DC Equity LOW,143
NOVOB DC Equity LAST,144
NOVOB DC Equity VOLUME,145
ORSTED DC Equity OPEN,146
ORSTED DC Equity HIGH,147
ORSTED DC Equity LOW,148
ORSTED DC Equity LAST,149
ORSTED DC Equity VOLUME,150
PNDORA DC Equity OPEN,151
PNDORA DC Equity HIGH,152
PNDORA DC Equity LOW,153
PNDORA DC Equity LAST,154
PNDORA DC Equity VOLUME,155
SIM DC Equity OPEN,156
SIM DC Equity HIGH,157
SIM DC Equity LOW,158
SIM DC Equity LAST,159
SIM DC Equity VOLUME,160
TYRES FH Equity OPEN,161
TYRES FH Equity HIGH,162
TYRES FH Equity LOW,163
TYRES FH Equity LAST,164
TYRES FH Equity VOLUME,165
AIR FP Equity OPEN,166
AIR FP Equity HIGH,167
AIR FP Equity LOW,168
AIR FP Equity LAST,169
AIR FP Equity VOLUME,170
ATO FP Equity OPEN,171
ATO FP Equity HIGH,172
ATO FP Equity LOW,173
ATO FP Equity LAST,174
ATO FP Equity VOLUME,175
FRVIA FP Equity OPEN,176
FRVIA FP Equity HIGH,177
FRVIA FP Equity LOW,178
FRVIA FP Equity LAST,179
FRVIA FP Equity VOLUME,180
GTT FP Equity OPEN,181
GTT FP Equity HIGH,182
GTT FP Equity LOW,183
GTT FP Equity LAST,184
GTT FP Equity VOLUME,185
POM FP Equity OPEN,186
POM FP Equity HIGH,187
POM FP Equity LOW,188
POM FP Equity LAST,189
POM FP Equity VOLUME,190
TRI FP Equity OPEN,191
TRI FP Equity HIGH,192
TRI FP Equity LOW,193
TRI FP Equity LAST,194
TRI FP Equity VOLUME,195
UG FP Equity OPEN,196
UG FP Equity HIGH,197
UG FP Equity LOW,198
UG FP Equity LAST,199
UG FP Equity VOLUME,200
BFSA GR Equity OPEN,201
BFSA GR Equity HIGH,202
BFSA GR Equity LOW,203
BFSA GR Equity LAST,204
BFSA GR Equity VOLUME,205
DLG GR Equity OPEN,206
DLG GR Equity HIGH,207
DLG GR Equity LOW,208
DLG GR Equity LAST,209
DLG GR Equity VOLUME,210
DWNI GR Equity OPEN,211
DWNI GR Equity HIGH,212
DWNI GR Equity LOW,213
DWNI GR Equity LAST,214
DWNI GR Equity VOLUME,215
FNTN GR Equity OPEN,216
FNTN GR Equity HIGH,217
FNTN GR Equity LOW,218
FNTN GR Equity LAST,219
FNTN GR Equity VOLUME,220
